index;Names;Country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;hotel;level_grade_review;level_hotel;month_str;month_num;year;delay_comment;date
257;Dylan;France;Chambre Supérieure;1;Septembre 2022;Famille; 17 octobre 2022;assez déçus du rapport qualité prix !;1.0;la proximité du parc;"La propreté, la chambre louer sur Booking.com n’était pas celle ci que nous avions commandé. 
le vieillissement des appareils, des mégots partout par terre sur la terrasse …..";0;Disney's Newport Bay Club;0;6;septembre;9;2022;1;2022-10-17
258;Sara;Maroc;Chambre Supérieure;1;Octobre 2022;Groupe; 6 octobre 2022;mauvais;2.0;l’emplacement;pas de chauffage , emplacement de la chambre, pas de restauration en chambre;0;Disney's Newport Bay Club;0;6;octobre;10;2022;0;2022-10-06
259;Aude;France;Chambre Supérieure;1;Octobre 2022;Couple; 6 octobre 2022;Parfait;10.0;Le décor toujours cohérent. La piscine incluse. Lit très confortable. Personnel très compétent.;Rien.;0;Disney's Newport Bay Club;2;6;octobre;10;2022;0;2022-10-06
260;Alex;France;Chambre Supérieure;1;Septembre 2022;Voyageur individuel; 27 septembre 2022;Dormez ailleurs;1.0;Pas grand chose.;"Aucun service! Pour cette soirée du 22 septembre 
Pas d’eau à notre arrivée (travaux?)
TV capricieuses avec peu de services (canal+ serait au moins la base)
Bar fermé à minuit (exceptionnellement) - aucune solution alternative, réceptionniste hautin ne serais ce que vendre des boissons à emporter. Personne n’est donc capable de trouver des bouteilles dans un frigo et de les facturer?Obligés de se rendre au séquoia lodge voisin qui lui était bien ouvert, qui a fait le nécessaire pour combler les manquements du Newport, avoir de surcroît des remontrances de gardien de parking sur le fait de rapporter des bouteilles de l’établissement voisin qui appartient au même groupe? 
Ce manque de service total, de prestations non rendues, indignes d’un 4* mérite cette note sévère et certainement pas les 360€ / chambres.
Je suis plus que déçu de cet hôtel qui sent l’arnaque et le formule 1.";1;Disney's Newport Bay Club;0;6;septembre;9;2022;0;2022-09-27
261;Laurie;Belgique;Chambre Supérieure;1;Septembre 2022;Famille; 26 septembre 2022;Newport Bay on l'adore 😍;10.0;C'est le plus bel hôtel de Disneyland Paris 😍💖;Prix exagéré 😢 Sans petit déjeuner compris !! 🤑😤 Vive Disney 🤑;0;Disney's Newport Bay Club;2;6;septembre;9;2022;0;2022-09-26
262;Marjorie;France;Chambre Supérieure;1;Septembre 2022;Famille; 22 septembre 2022;Premier séjour en famille. Hâte de revenir;10.0;Tout. Procimité de l’hôtel au parc, la chambre, le dîner, etc personnel tres gentils;Rien.;0;Disney's Newport Bay Club;2;6;septembre;9;2022;0;2022-09-22
263;Melanie;France;Chambre Supérieure;1;Septembre 2022;Voyageur individuel; 18 septembre 2022;Magic;10.0;Le décor rien n’est laisser au hasard le personnel est très réactif et très gentille;La piscine est juste un peut froide;0;Disney's Newport Bay Club;2;6;septembre;9;2022;0;2022-09-18
264;Sofia;Belgique;Chambre Supérieure - Côté Lac;1;Septembre 2022;Couple; 9 septembre 2022;Fabuleux ;9.0;C’est toujours un laissé de séjourner au Newport Bay Club;;0;Disney's Newport Bay Club;2;6;septembre;9;2022;0;2022-09-09
265;Maxime;Canada;Chambre Supérieure;2;Août 2022;Groupe; 9 septembre 2022;génial;9.0;Merveilleux! Luxueux et magnifique, la thématique est géniale. La promenade vers les parcs est agréable. La piscine intérieure/ extérieure est super.;La paroie vitrée de la baignoire n'est vraiment pas optimale et laisse passer trop d'eau vers le sol de la salle de bain;0;Disney's Newport Bay Club;2;6;août;8;2022;1;2022-09-09
266;Carine;France;Chambre Supérieure - Côté Lac;1;Septembre 2022;Couple; 6 septembre 2022;Fabuleux ;9.0;Emplacement accueil literie très confortable plusieurs oreillers à choisir;;0;Disney's Newport Bay Club;2;6;septembre;9;2022;0;2022-09-06
267;Guillaume;France;Chambre Supérieure;1;Août 2022;Famille; 22 août 2022;La proximité est le seul atout;5.0;10 min a pied du parc;"le confort de la chambre est discutable : lit petit , tapisserie avec coups et traces 
moquette avec taches 
mon enfant s'est blessé le pied à la piscine à cause d'un défaut présent sur une grille ( le problème semble connu par le personnel!) 
le prix de la nuit est exorbitant par rapport à la qualité du service !";0;Disney's Newport Bay Club;0;6;août;8;2022;0;2022-08-22
268;Virginie;France;Chambre Supérieure;1;Août 2022;Groupe; 20 août 2022;Chambre 1141;9.0;"Belle chambre 
Petit déjeuner buffet parfait 
Restaurant très bon et beaucoup de choix";"Pas de drap housse pour le lit
Pas de capsule pour la machine a café
Le rideau ne couvre pas la fenêtre";0;Disney's Newport Bay Club;2;6;août;8;2022;0;2022-08-20
269;Christian;France;Chambre Supérieure;1;Août 2022;Famille; 5 août 2022;séjour superbe;9.0;"l’établissement en général, la piscine, la gentillesse du personnel..
nous y avons passé un excellent séjour.";./.;0;Disney's Newport Bay Club;2;6;août;8;2022;0;2022-08-05
270;Claude;France;Chambre Supérieure;1;Juillet 2022;Famille; 22 juillet 2022;Fabuleux ;9.0;Tout;Le prix pour une nuit;0;Disney's Newport Bay Club;2;6;juillet;7;2022;0;2022-07-22
271;Naouel;France;Chambre Supérieure - Côté Lac;1;Juillet 2022;Famille; 18 juillet 2022;lamentable;5.0;La magie Disney;"c’est mon deuxième séjour 
l’état des chambres lamentables, 2 chambres différentes, 2 fois le même problème, l’évacuation des lavabos est lente la saleté stagne, dans les douche idem impossible de régler correctement froid /chaud. le Sav est une catastrophe, ni l’accueil, ni la centrale de réservation n’est capable de gérer une difficulté.
dernier détail, pour un 4 étoiles à 700€ la nuit pas de produit vanity set. gel douche et après shampooing oui.
la piscine n’est pas très propre non plus!";0;Disney's Newport Bay Club;0;6;juillet;7;2022;0;2022-07-18
272;Nicolas;Liban;Chambre Supérieure - Côté Lac;2;Juillet 2022;Famille; 6 juillet 2022;La chambre n’était prête pour faire le check in qu’a 18h et j’ai été informé que je devais faire le check out le jour de;4.0;l’architecture et l’emplacement.;système tres machinal. on ne sent pas la bienvenue.;0;Disney's Newport Bay Club;0;6;juillet;7;2022;0;2022-07-06
273;Nathalie;France;Chambre Supérieure;1;Juillet 2022;Famille; 3 juillet 2022;Fabuleux ;9.0;L'esprit Disney;Le labyrinthe pour arriver à la chambre.;0;Disney's Newport Bay Club;2;6;juillet;7;2022;0;2022-07-03
274;Jean-baptiste;Royaume-Uni;Chambre Supérieure avec Terrasse;2;Juin 2022;Famille; 24 juin 2022;un peu déçu étant donné le prix payé;5.0;la proximité avec le parc la piscine et l’aspect extérieur de l’hotel;les chambres sont vieillissantes, il n’y a pas de balayette dans les toilettes, la literie n’est pas confortable;0;Disney's Newport Bay Club;0;6;juin;6;2022;0;2022-06-24
275;Marilyn;France;Chambre Supérieure;1;Mai 2022;Famille; 19 juin 2022;séjour parfait et personnel absolument charmant;9.0;"Accueil parfait et rapide
personnel plus que charmant
hotel très agréable
piscine superbe";rien;0;Disney's Newport Bay Club;2;6;mai;5;2022;1;2022-06-19
276;Anne;France;Chambre Supérieure;3;Mai 2022;Famille; 9 juin 2022;Décevant;4.0;Piscine lit de bonne qualité;Clim en panne personnel antipathique et accueil moyen aucune indication sur les horaires services et autres du coup un soir on n a pas manger;0;Disney's Newport Bay Club;0;6;mai;5;2022;1;2022-06-09
277;Guillaume;France;Chambre Supérieure avec Terrasse;1;Mai 2022;Couple; 30 mai 2022;Décevant;5.0;Proximité du parc, personnel très agréable et ambiance de l'établissement.;"Terrasse partagée avec chambre voisine, pas de prise à côté du lit, verrou de la porte des toilettes non fonctionnel, réveil par la réception de l'hôtel pour nous limiter dans le choix de l'assortiment du petit déjeuner en chambre pourtant facturé 38€ par personne et annoncé ""à volonté"", téléviseur non fonctionnel, pas de service en chambre proposé autre que pour le petit déjeuner";0;Disney's Newport Bay Club;0;6;mai;5;2022;0;2022-05-30
278;Audrey;France;Chambre Supérieure;1;Mai 2022;Famille; 30 mai 2022;Trop cher pour la qualité;3.0;"Hôtel vieillissant pour le prix 
Déjeuner chambre à 38 eur par personne 
Literie médiocre 
Piscine superbe";Trop cher pour la qualité;0;Disney's Newport Bay Club;0;6;mai;5;2022;0;2022-05-30
279;Fanny;France;Chambre Supérieure;3;Mai 2022;Famille; 23 mai 2022;hôtel très bien situé;9.0;proche du parc à pieds;petits déjeuners beaucoup trop chers;0;Disney's Newport Bay Club;2;6;mai;5;2022;0;2022-05-23
280;Catherey;France;Chambre Supérieure;1;Mai 2022;Famille; 16 mai 2022;Fabuleux ;9.0;Grande chambre confortable, près du parc;Tout de même un peu cher surtout que si on veut profiter du parc on y reste très peu, pour nous de 16 h à 8 h le lendemain matin;0;Disney's Newport Bay Club;2;6;mai;5;2022;0;2022-05-16
281;Alain;Belgique;Chambre Supérieure;1;Avril 2022;Famille; 6 mai 2022;Ben … magique !;9.0;l’organisation du personnel;La pluie tout le week-end….;0;Disney's Newport Bay Club;2;6;avril;4;2022;1;2022-05-06
282;Jessica;France;Chambre Supérieure;1;Mars 2022;Famille; 26 avril 2022;Un très bon séjour;10.0;Le decor de l'hôtel, la disponibilité du personnel et l'emplacement.;;0;Disney's Newport Bay Club;2;6;mars;3;2022;1;2022-04-26
283;Melanie;Suisse;Chambre Supérieure avec Terrasse;2;Avril 2022;Famille; 24 avril 2022;efficace;5.0;"l’accueil est excellent le personnel au top
le buffet du restaurant est grandiose";"l’emplacement de la chambre
les longs couloirs
le manque d’équipement. même pas de mini bar
room service seulement des 18h30
lits petits 
chambre minuscule";0;Disney's Newport Bay Club;0;6;avril;4;2022;0;2022-04-24
284;Linda56&;France;Chambre Supérieure;1;Mars 2022;Famille; 20 avril 2022;Fabuleux ;9.0;Magnifique hôtel;Prix du petit déjeuner trop excessif;0;Disney's Newport Bay Club;2;6;mars;3;2022;1;2022-04-20
285;Marjorie;France;Chambre Supérieure;1;Mars 2022;Famille; 18 avril 2022;Passable;5.0;L'accueil;Pas assez propres;0;Disney's Newport Bay Club;0;6;mars;3;2022;1;2022-04-18
286;E;France;Chambre Supérieure - Côté Lac;1;Mars 2022;Groupe; 16 avril 2022;Exceptionnel;10.0;Proximité du parc;Petit déjeuner couteux;0;Disney's Newport Bay Club;2;6;mars;3;2022;1;2022-04-16
287;Christine;France;Chambre Supérieure;1;Mars 2022;Famille; 12 avril 2022;Superbe souvenir;10.0;Tout;La surprise de la note du restaurant.. lors de la réservation le prix du buffet aurait dû nous être notifié !;0;Disney's Newport Bay Club;2;6;mars;3;2022;1;2022-04-12
288;Sébastien;France;Chambre Supérieure;1;Avril 2022;Famille; 10 avril 2022;Je reviendrais pas ici;5.0;L'emplacement;Chambre n'ont prete du faire 2fois la queu alors que j'ai rempli sur l'applicatif pour gagner du temps j'ai du perdre 1h de mon temps. Restau trop bruyant;1;Disney's Newport Bay Club;0;6;avril;4;2022;0;2022-04-10
289;Eric;France;Chambre Supérieure;1;Avril 2022;Couple; 8 avril 2022;je reserverer dans un hotel plus premium hors disney;5.0;le personnel super;"la qualité de l’hotel pour un 4 etoiles ( bruyant )
douche avec pommeau trop petit genre premier prix la chambre est abîmée bas de porte plus de peinture etc";0;Disney's Newport Bay Club;0;6;avril;4;2022;0;2022-04-08
290;Clemence;France;Chambre Club Compass - Côté Lac (2 Adultes);1;Avril 2022;Couple; 5 avril 2022;On revient bientôt c’était super !;10.0;Surclassement en chambre Vice Présidentielle, dîner dans notre suite. La vue sur le lac. Le personnel du compass club. La petite boutique souvenirs;Les places de parking trop petite ou nous nous prenons des coups de portières;0;Disney's Newport Bay Club;2;6;avril;4;2022;0;2022-04-05
291;Pascale;France;Chambre Supérieure;1;Mars 2022;Famille; 4 avril 2022;magnifique;10.0;tout l’hôtel est splendide l’accueil est au top ils sont tous gentils;;0;Disney's Newport Bay Club;2;6;mars;3;2022;1;2022-04-04
292;Broutin;France;Chambre Supérieure;1;Mars 2022;Groupe; 4 avril 2022;Passable;5.0;"La chambre avais un aspect vieillot comme ci elle n'avais pas était occuper pendant un petit moment en plus d'une odeur désagrable 
Étant membre pass annuel et ayant effectuer déjà plusieurs nuit dans les hôtels je me suis retrouver surprise de cette mésaventure.. 😐";;0;Disney's Newport Bay Club;0;6;mars;3;2022;1;2022-04-04
293;Sofia;France;Chambre Supérieure;1;Janvier 2022;Groupe; 30 mars 2022;Exceptionnel;10.0;Super ! Hôtel magnifique, super propre, rien à dire !;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;2;2022-03-30
294;Michel;France;Chambre Supérieure;2;Mars 2022;Famille; 29 mars 2022;Excellent séjour;9.0;Hôtel bien situé, très proche du parc;L'atente très long pour avoir la chambre, sinon personnel très agréable;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-29
295;Marie-evelyne;France;Chambre Supérieure;1;Mars 2022;Famille; 29 mars 2022;Passable;5.0;La literie est bonne;"L accueil très froid et distant 
La machine à café qui ne marche pas 
Chambre petip";0;Disney's Newport Bay Club;0;6;mars;3;2022;0;2022-03-29
296;Lapin;France;Chambre Club Compass - Côté Lac (2 Adultes);2;Mars 2022;Couple; 29 mars 2022;Exceptionnel;10.0;la chambre était confortable, le petit déjeuner parfait comme d'habitude, le prix correct;Le manque de professionnalisme des personnes qui font les chambres, j'ai bu un café le jour de mon arrivée, la tasse est restée sale pendant les 3 jours;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-29
297;Valery;Belgique;Chambre Supérieure;1;Février 2022;Famille; 29 mars 2022;prix cher pour la qualité offerte.;5.0;L’hôtel est bien situé près du parc Disneyland Paris et le personnel était agréable.;les équipements de salle de bain et des chambres mériteraient un peu plus d’entretien et de soin pour le prix payé par nuit.;0;Disney's Newport Bay Club;0;6;février;2;2022;1;2022-03-29
298;Alexandre;France;Chambre Supérieure avec Terrasse;1;Mars 2022;Famille; 29 mars 2022;Proche mais déçue;5.0;Proximite du parc. Personnel agréable.;"Le confort dans la chambre. 
La literie n'est pas confortable, le bruit de la ventilation toute la nuit. Le bruit dans le couloir des gens qui passent et parlent. La lumiere dans la chambre soit par les fenêtres (qui ne ferment pas bien - avec accès terrasse rdc ca aurait été plus securisant + air qui entre) soit de lumiere par la porte d'entrée. Meubles vieillissants.";0;Disney's Newport Bay Club;0;6;mars;3;2022;0;2022-03-29
299;Marc;France;Chambre Supérieure;1;Mars 2022;Famille; 28 mars 2022;belle hôtel;9.0;l emplacement, la piscine;Le personnel pas vraiment souriant quand on dit bonjour personne ne répond un peu déçu du comportement;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-28
300;Chloé;Belgique;Chambre Supérieure;1;Mars 2022;Famille; 28 mars 2022;Séjour en famille dans la magie Disney .;9.0;Localisation, thematisation de l'hôtel, sélection de thés dans la chambre;Literie un peu trop ferme;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-28
301;Camille;France;Chambre Supérieure;1;Mars 2022;Couple; 28 mars 2022;Parfait;10.0;"Chambre spacieuse, très confortable et capable. De plus, elle est très bien équipée, il ne manquait rien (serviette de bain, gel douche, sèche-cheveux…).
Repas à volonté et très bon ! Le personnel est très gentils.";;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-28
302;Philippine;France;Chambre Supérieure;1;Février 2022;Couple; 28 mars 2022;Séjour excellent;10.0;Le thème de l'hôtel;;0;Disney's Newport Bay Club;2;6;février;2;2022;1;2022-03-28
303;Ernest;Belgique;Chambre Club Compass - Côté Lac (2 Adultes);1;Mars 2022;Couple; 28 mars 2022;Magique;10.0;Le décor est splendide ainsi que la vue sur le lac et le parc et le personnel est juste génial;Rien, tout était parfait;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-28
304;Magalie;France;Chambre Supérieure;1;Mars 2022;Famille; 26 mars 2022;Décevant. J'ai regretté d'avoir séjourné là bas;3.0;Seul le fait que c'était proche du parc fut appréciable;Impossible de dormir tellement les personnes de la chambre au dessus de nous étaient bruyants et désagréables. Peu importe le nombre de fois où le manager est venu les rappeler à l'ordre.;0;Disney's Newport Bay Club;0;6;mars;3;2022;0;2022-03-26
305;Carl;France;Chambre Supérieure;1;Mars 2022;Couple; 26 mars 2022;Très bonne expérience;9.0;La déco et le thème, le restaurant buffet, la baie avec le lac et ma vue la proximité du parc et le matelas;Piscine légèrement trop froide, cocktail un peu cher, pas de Disney + sur la télé;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-26
306;Séverine;France;Chambre Supérieure;1;Mars 2022;Couple; 25 mars 2022;Notre séjour était très bien, inoubliable;9.0;"Le petit-déjeuner
Le distributeur de café, thé, à volonté et gratuit 
La piscine 
L’espace sauna, l’espace hamman 
La salle de sport";La télé un peu vieille et petite..;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-25
307;Vanessa;France;Chambre Supérieure;1;Mars 2022;Couple; 25 mars 2022;magique;10.0;la magie du lieu;rien;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-25
308;Sophie;Belgique;Chambre Supérieure;1;Mars 2022;Famille; 23 mars 2022;Déçus de ce séjour dans un hôtel qui présente pourtant beaucoup d'atouts;3.0;Ce n'est pas la première que nous séjournons au Newport Bay Club dans le cadre d'une visite à Disneyland. Nous avons toujours été satisfaits. Il présente le meilleur rapport qualité/prix parmi les hôtels Disney et a beaucoup d'atouts : qualité des équipements, un certain standing, et bien sûr la proximité immédiate des deux parcs. De manière générale, je le recommanderais.;Notre séjour a malheureusement été gâché par un gros manque de propreté/d'hygiène dans la chambre. Nous y avons trouvé un slip sale ne nous appartenant, ce qui est inacceptable, d'autant plus dans le contexte sanitaire actuel qui a mis en avant l'importance cruciale de l'hygiène. C'est la première fois que cela nous arrive, toute expérience de voyage confondue. Nous l'avons signalé à un membre du staff qui nous a simplement dit d'écrire un mail suite à notre séjour. Nous l'avons fait. La réponse est particulièrement insatisfaisante : on nous demande de prendre contact au préalable avec le service client si nous désirons revenir afin d'être correctement pris en charge. Sérieusement ? C'est un peu court...;0;Disney's Newport Bay Club;0;6;mars;3;2022;0;2022-03-23
309;Daisy;France;Chambre Supérieure;1;Mars 2022;Famille; 22 mars 2022;Mauvaise;1.0;Vu le prix de la chambre c’est inamissible qu’il soit payant;Rien;1;Disney's Newport Bay Club;0;6;mars;3;2022;0;2022-03-22
310;Julie;France;Chambre Supérieure - Côté Lac;1;Mars 2022;Groupe; 20 mars 2022;Décevant;4.0;La proximité avec le Park est vraiment appréciable;Le ménage de la chambre etais vraiment insuffisant (on a quand même eu un coussin plein de vomit), room service fermé, impossible d'avoir un repas après 23h...;0;Disney's Newport Bay Club;0;6;mars;3;2022;0;2022-03-20
311;Margaux;France;Chambre Supérieure;1;Mars 2022;Couple; 18 mars 2022;Exceptionnel;10.0;Personnelle au top;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-18
312;Magali;France;Chambre Supérieure;1;Mars 2022;Famille; 17 mars 2022;Formidable. A refaire;10.0;L’hôtel est magnifique, les chambres très belles et très propres, le personnel (réception, bar, restauration, bagagerie, ménage et sécurité) très professionnel et très aimable. C’était notre premier séjour dans un hôtel de Disneyland. Nous avons beaucoup aimé et garderons un excellent souvenir. Nous espérons renouveler l’expérience.;rien;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-17
313;Emilie;France;Chambre Supérieure;1;Mars 2022;Famille; 16 mars 2022;très bon séjour;9.0;"la proximité avec le parc 
les navettes qui vous emmènent au parc 
la possibilité de voir des personnages 
la possibilité d’arrivé à n’importe quel heure le soir";"dommage au prix du séjour que le petit déjeuner ne soit pas compris.
toilette non propre à notre arrivé";0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-16
314;Karine;France;Chambre Supérieure;2;Mars 2022;Famille; 16 mars 2022;exceptionnel;10.0;l’accueil la propreté les chambres la situation géographique les animations la piscine …..;qu’il y est un jour de fermeture au restaurant de l’hôtel;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-16
315;Charline;France;Chambre Supérieure;1;Mars 2022;Couple; 15 mars 2022;Énorme déception;2.0;"Aucune prestation correspondant à un 4 étoiles. La chambre n'était pas rangée et nettoyée correctement.
Très déçus.";;0;Disney's Newport Bay Club;0;6;mars;3;2022;0;2022-03-15
316;Bryan;France;Chambre Club Compass - Côté Lac (2 Adultes);1;Février 2022;Couple; 15 mars 2022;Top;10.0;L'accueil ainsi que le séjour était top. Rien à dire;Problème de clim dans la chambre. Il faisait trop froid et même la maintenance n'a pu résoudre ce problème.;0;Disney's Newport Bay Club;2;6;février;2;2022;1;2022-03-15
317;Thierry;Belgique;Chambre Supérieure;1;Février 2022;Famille; 15 mars 2022;magique;9.0;le petit déjeuner est excellent .;une brosse pour nettoyer la cuve du wc;0;Disney's Newport Bay Club;2;6;février;2;2022;1;2022-03-15
318;Audrey;France;Chambre Supérieure - Côté Lac;1;Mars 2022;Famille; 14 mars 2022;1 ere visite;5.0;Ce que j'ai apprécié c'est l'accueil à la réception, l'appel pour me demander si mes bagages étaient prêts pour me les descendre à l'accueil, la chambre était très belle également avec une vue, magnifique.;Je n'ai pas apprécier les cheveux dans la baignoire, un peignoir sale et le dérangement à 9h et 10h pour me prévenir que la chambre doit être rendue à 11h alors que l'information m'avait été donnée la veille à l'accueil et l'information indiquée sur le dépliant.;0;Disney's Newport Bay Club;0;6;mars;3;2022;0;2022-03-14
319;Maxime;France;Chambre Supérieure;1;Mars 2022;Famille; 14 mars 2022;Indigne de Disney;1.0;Le parking gratuit pour disney;Lit bcp bcp trop dure, déco des année 90 , TV trop petite , pas de frigo dans les chambres. vue lamentable. Franchement a 236 euro la nuit le rapport qualité prix est ignoble. Mieux vos aller chez ibis.;0;Disney's Newport Bay Club;0;6;mars;3;2022;0;2022-03-14
320;Maxime;Belgique;Chambre Supérieure;2;Mars 2022;Couple; 14 mars 2022;Magique;9.0;La chambre, le petit dej ainsi que l’organisation était au top;Un poil cher mais ça reste un hôtel Disney 4 étoiles;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-14
321;Virginie;France;Chambre Supérieure;2;Février 2022;Famille; 14 mars 2022;parfait;10.0;le personnel est vraiment agréable, à l'écoute, la chambre était très spacieuse et propre, dans un endroit calme.;;0;Disney's Newport Bay Club;2;6;février;2;2022;1;2022-03-14
322;Di;Belgique;Chambre Supérieure;1;Mars 2022;Famille; 13 mars 2022;Fabuleux ;9.0;Hôtel Disney jusqu'au bout des ongles. Propre, confortable (avec mention spéciale pour le lit ui est parfait);"Chambre booking située au fin fond du couloir... sans se presser, literralement 10 min de marche entre la chambre et la piscine
Ca peut ne pas paraître grand chose, mais vois verrez. S'il y a qqch à reprocher, c'est ça
Et le prix disney";1;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-13
323;Tanguy;France;Chambre Supérieure;2;Mars 2022;Couple; 12 mars 2022;Magique mais ça coûte du fric.;9.0;La propreté des lieux, le buffet à volonté du matin comme du soir. On se régale, on se sent bien puis la piscine intérieur est géniale, c’est un vrai plus, ça fait du bien de s’y prélasser dès l’arrivé.;Les prix exorbitants mais bon j’imagine que ça fait parti de la magie de Disney, après faut pas chipoter non plus, la qualité est au rendez-vous j’avoue.;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-12
324;Dorothée;France;Chambre Supérieure;1;Mars 2022;Famille; 12 mars 2022;Voyage en famille;10.0;La gentillesse du personnel, la température de la piscine, les boissons chaudes offertes grâce aux magics pass, la bouilloire dans la chambre.;Que le petit déjeuner ne soit plus inclus car 28 euros pour un petit qui ne mange qu'un croissant c'est du vol !;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-12
325;Emilie;France;Chambre Supérieure - Côté Lac;2;Mars 2022;Groupe; 11 mars 2022;séjour agréable à refaire;10.0;l’accueil du personnel;ras;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-11
326;Nadège;France;Chambre Supérieure;2;Mars 2022;Couple; 11 mars 2022;Passable;5.0;Le personnel qui est très agréable et disponible.;"La chambre qui nous a été attribué la 1210 qui se trouve à côté de la machine à café et de la lingerie très bruyante, il est donc difficile de dormir. 
Pour une chambre à 500€ pour 2 nuit (ce qui peut paraitre anodin pour certain mais est beaucoup pour nous) je trouve qu'il y aurais des effort à faire 
Tapisserie qui se décolle, rouille sur les supports de la baignoire, écran de télévision qui fonctionne mal.";0;Disney's Newport Bay Club;0;6;mars;3;2022;0;2022-03-11
327;Jean;Belgique;Chambre Club Compass - Côté Lac (2 Adultes);1;Mars 2022;Voyageur individuel; 9 mars 2022;Exceptionnel;10.0;Surclassement en suite compas club;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-09
328;Manel;France;Chambre Supérieure - Côté Lac;1;Mars 2022;Famille; 9 mars 2022;Superbe hôtel extérieur sur intérieur la chambre avec la vue sur le lac est juste incroyable;10.0;Un très bel hôtel extérieur et intérieur le personnel très sympas le décor de la chambre juste magnifique avec la vue sur le lac incroyable c’est la deuxième fois que je loge dans cette hôtel et j’en suis plus que satisfaite et l’emplacement de l’hôtel vraiment super a coter du parc disney je le conseil sans hésiter;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-09
329;Benoitlefebvre99;France;Chambre Supérieure;1;Mars 2022;Couple; 8 mars 2022;Heureusement que le parc n'est pas loin ...;3.0;Emplacement, Univers Disney, le personnel;"1ère chambre : 2 lits doubles pour 1 couple ( tâches, trous et cheveux) dans les deux lits.
Le personnel nous change de chambre à 23h sans problème et sur parole.
2 ème chambre : climatisation non fonctionnelle et papier toilette qui flotte dans la cuvette.
C'est malheureusement inacceptable pour un service d'hôtellerie. Nous sommes terriblement déçus, nous aimions beaucoup cet hôtel.";0;Disney's Newport Bay Club;0;6;mars;3;2022;0;2022-03-08
330;Anais;France;Chambre Supérieure;1;Mars 2022;Couple; 8 mars 2022;Un rêve de réalisé !;9.0;"TOUT ! la chambre, les restaurants les bars, la PISCINE, la boutique l'accueil, vraiment un agréable séjour avec un super soleil en prime. Sinon pour information, pour le petit déjeuner il n'était pas proposé par Booking, et dès qu'on les appelle ils nous renvoient sur l'appli Disneyland paris (hors les petits déjeuner n'y sont pas réservable, BUG). Pas d'inquiétudes ! vous pouvez vous y rendre sans réservations directement (7h-11h) :)
ps : parking de l'hôtel gratuit (montrer sa réservation)";"les choses qui serait a améliorer : l'acoustique des chambres, le service de check in ( on devait recevoir notre numéro de chambre par sms ou mail et finalement on a du refaire la queue aux arrivées pour le connaitre car le message n'arrivait pas)
étant venu en mars, les températures extérieur été négatives, et une couverture ou un plaid de réserve dans la chambre n'aurait pas été de trop ! et le service de tv qui propose un onglet Disney+, malheureusement on a jamais réussi a y accéder. les lit sont a ressort, et ne sont pas très larges. Dans l'ensemble l'hôtel est canon, mais un peu dans sont jus. 
On voit qu'ils rafraichissent régulièrement les peintures, mais il serait temps de rénover en totalité pour la hauteur du 4 étoiles annoncé.";0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-08
331;Pauline;France;Chambre Supérieure;1;Mars 2022;Groupe; 7 mars 2022;bon séjour dans l’ensemble. dommage qu’il n’y ai pas la bouilloire dans la chambre comme convenue dans la description…;5.0;Les décors, l’odeur, le personnel aimable;le temps d’attente trop long pour simplement avoir un numéro de chambre…;0;Disney's Newport Bay Club;0;6;mars;3;2022;0;2022-03-07
332;Yolanda;Suisse;Chambre Supérieure;1;Mars 2022;Couple; 7 mars 2022;Un séjour disney magique;10.0;L hôtel juste incroyable et magique tout était parfait 💗;Juste un petit frigo dans chambre si non tout etait parfait 🥰;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-07
