country;nuitee;traveler_infos;review_title;positive_review;negative_review;usefulness_review;delay_comment;id_client
France;1;Famille;bien mais pas top;le complexe en lui même ,la piscine etc…;"note bungalow était trop loin du ranch.
nous avions précisé être avec 2 bébés de 1an … ils auraient pu faire l’effort de nous mettre moins loin du ranch";0;1;1a3bb530-8724-46c3-b958-2a98d734d07b
Allemagne;1;Famille;Fabuleux ;;;0;1;5214ea40-2fab-422b-a32a-8c69c25f521c
Koweït;2;Famille;not coming back;;;0;0;c9fcc32b-9de1-4242-b78d-32cb83a21adc
France;1;Famille;Très bien;;;0;2;67c6d0d1-6208-4a3a-a708-032ff7d7ffe2
France;1;Famille;Exceptionnel;Chalet confortable sur emplacement ombragé. Supérette dans le ranch qui permet de faire les courses pour un repas simple.;;0;0;3fa21216-569a-42f3-a49b-c4bb25bb4f73
France;1;Famille;Passable;Le logement était propre calme climatisé;Nous avons été déçus de devoir prendre la voiture pour aller récupérer les petits déjeuners ensuite nous avions réservé ce logement pour la piscine et le toboggan pour les enfants n'était pas accessible vu le prix de la nuit je pense que c'est abusé pour ce fait il y aurait dû y avoir une remise;0;1;81fd807d-ea9d-4fb5-90e2-d67863d89f34
France;1;Famille;Très bien;;;0;1;c2505e2c-0e3b-4054-9eec-cee8b856054e
France;1;Couple;Bien ;;;0;3;f3c09146-eec3-40b5-83ad-72026113f8c7
Royaume-Uni;1;Famille;good for kids staff were lovely but very tired cabins;;;0;0;d46d2e73-e0d6-4be2-a08a-30fa2294075f
Allemagne;6;Famille;Sehr gute Lage, hübsches Haus.;;;0;0;57cb8f52-e674-4575-89e5-5dc5cb43070a
Pays-Bas;1;Famille;Médiocre ;;;0;0;c4ad6748-2dcc-4a7b-97e4-cac4c9397afc
Brésil;2;Famille;Voltaria com certeza por mais dias.;;;0;1;d789f980-ef34-4f0a-a7ae-6937fb8406b6
Australie;5;Famille;Bien ;;;0;1;93597f3d-679c-4c4b-b575-d01c34ce32c3
Belgique;1;Groupe;Exceptionnel;;;0;0;68a1aa3d-2d12-4ed3-9d18-b939b7894b09
France;1;Famille;Nature et calme;"Évidement sa superbe piscine, ses jacuzzi et son solarium 
La plus belle de tous les hôtels";"le toboggan était fermé tout le 
week-end mais nous n’avons pas été informé.";0;0;5ad5e279-12fa-4102-b2ca-75ee10ba6626
France;3;Famille;Très bien;;;0;0;988e6843-7ffa-4719-9739-444d75bac8c6
Espagne;1;Famille;para ir a disney no está mal;;;0;0;6f0995cd-afe4-4321-8bd2-b647c41ca3d5
Royaume-Uni;7;Couple;Agréable;;;0;0;981f3848-2c43-48ef-b54f-e47e5967234e
République tchèque;2;Famille;Exceptionnel;;;0;1;fe33a713-8ea7-4dc5-ab86-6c0a7927bb43
France;1;Groupe;Exceptionnel;;;0;0;39e6be33-12b0-49bf-872e-8e2129488bcd
Belgique;1;Famille;Très bien;Le lieux est vraiment agréable 😁 un petit coin de nature 🏞;;0;0;a15fba7e-11e2-4183-afa9-8becdfc289a4
Pérou;4;Famille;Exceptionnel;;;0;0;7d40f4d0-79a5-4270-8dd1-a65ad8cb9e83
Royaume-Uni;2;Famille;Agréable;;;0;0;a9dbde4f-cd5f-49df-a34d-519a45bac18a
Royaume-Uni;3;Famille;Exceptionnel;;;0;0;c2738beb-5ffd-44b9-89d7-74a74cb08529
Belgique;2;Couple;Fabuleux ;;;0;1;42ed19cf-f951-4c0b-bb23-e61b661350db
France;1;Famille;Fabuleux ;;;0;0;ee0ece1b-e6c8-4e11-825f-a30f8ba7cd23
France;1;Famille;Exceptionnel;;;0;0;5c6d61e3-055f-4c99-89c4-e8491f680444
France;1;Famille;Passable;"Dommage que la piscine ne soit pas accessible 24/24. Ressort des lits très très bruyants. Il aurait fallu nous expliquer qu'il fallait chercher les petits-déjeuners et les ramener au bungalow...
Beaucoup d'approximation dans les renseignements demandés";"Bruit des lits
Petit dejeuner à aller chercher et ramener au bungalow sans qu'on nous l'ai dit";0;0;7f6e81f7-4c9d-462e-ba77-0f4684f6e574
France;3;Groupe;Déception;Piscine, tennis, ping pong, le barbecue.;Télévision qui ne fonctionnait pas, Écran noir et le technicien qui nous dit que cetait la foudre qui a causé le problème, rien n'a était fait.;0;0;5e61ea9c-e916-4c9a-b95d-c9ea1cf8216a
Belgique;2;Famille;Je recommande a 100%;"Complètement tout nous a plu !!
Le cadre est exceptionnel nous n avions pas du tout envie de repartir";Rien du tout;0;0;3751ebee-60f6-4dbe-8827-29bc3d53614f
Israël;1;Famille;מיקום ושירות מנצח;;;0;0;5e3fb6d2-046f-49b4-90cc-33cf61eccbd0
Irlande;2;Famille;Great location and old charm feel.;;;0;1;ac7feb53-2858-4be9-947b-d7d1579821e7
Espagne;1;Famille;Agréable;;;0;0;984be80f-e070-42f5-a4e3-f7adff423706
Suède;2;Famille;Passable;;;0;0;ac4ec048-a888-4228-9c67-b0c8ecd031a3
Royaume-Uni;1;Famille;Très bien;;;0;0;8c8cdc10-757c-48f3-8d25-8a627628bb90
Pays-Bas;4;Couple;Décevant;;;0;0;ed4adc64-b962-4c21-a835-f7f993821353
Suisse;2;Famille;Très bien;;;0;0;66842bfd-054c-4b9e-9e9a-470dbf9f1111
Belgique;2;Famille;Bien ;;;0;0;bbfcf940-af22-4c00-b8f2-49efaa014a80
France;1;Famille;Mauvais;La piscine;"Pas de prise pour recharger les voitures. 
Le restaurant buffet a volonté très cher pour ce qu'il y a.
Idem pour le panier du petit déjeuner 
Très déçu.";0;0;cf02c45c-d3f5-4641-8cc6-7d3d210b9342
France;1;Groupe;Très bien;;;0;0;89c7e16d-eef2-4c8e-875f-4f74453e2dbd
France;1;Famille;Exceptionnel;;;0;0;40461ccc-80e6-490e-985c-da0b4f928974
Pays-Bas;1;Famille;Prima accomodaties voor Disney!;;;0;2;758604d6-905a-413b-9e16-8ab396625c59
Espagne;1;Famille;Exceptionnel;;;0;1;460459c6-98c0-4016-895b-c39f235619f7
Israël;1;Famille;Exceptionnel;;;0;0;77b10133-db67-4a2a-a410-f796a122cb21
France;1;Famille;Bien ;;;0;0;d007b86b-59dc-469f-9ac1-97a980be7072
France;3;Famille;Nature, BBQ, piscine/sports au top mais prévoir des matériaux;"+ Possibilité de faire des BBQ, la clim (surtout pendant la canicule de 42 deg), les double douches/wc
+ Grande piscine avec jacuzzi (dommage le toboggan est fermé pendant la semaine de notre séjour). Bien surveillée. Frites/planches/brassards de natation à notre disposition. Astuce: si impatients, on peut leur demander de mettre les bulles ou le cascade quand on veut 
+ Notre logement n'est pas si loin de la réception/piscine. Just 6-7 mins à pieds, une bonne balade sur leur 'piste de randonnée'. Mais j'imagine ceux qui ont les bungalows plus loin auraient aimé des navettes (ou pourquoi pas des vélos à louer!)
+ Notre famille aussi apprécié leurs autres activités sportives. On a fait du tennis, badminton, et ping-pong (possible 24/24 si vous avez vos raquettes et balles, sinon ils vous prêtent gratuitement mais il faut les retourner avant 22h). On a fait aussi une partie de mini-golf (2,50 € par personne, mais on peut jouer toute la journée).
+ Ils sont un aire de jeux avec balançoires. Il y a l'arcade aussi mais petit et pas bcp de jeux intéressants, on est allés au Village pour l'arcade
+ Il n'y avait pas de moustiques contrairement à ce qu'on a lu dans d'autres commentaires. Ni dans le logement, ni dehors (jours ou nuit). Il y a par contre des guêpes qui nous ont empêché de manger dehors (ils nous laissent pas tranquilles).
+ Réceptionniste à notre arrivée (16h), Cecilia a pu répondre à toutes nos questions. 
+ les bungalows sont côte à côte mais il y a de l'intimité car il y a suffisamment de distance entre eux (aussi la façon d'alignement et les arbres et les plantes augment l'intimité)";"- trouver l'endroit par gps difficile (route fermée par portail/barrière). Astuce: si on met Crockett's Tavern (le resto qui est en face de la réception) sur GPS, on ne passe pas par des routes fermées. Ou simplement une indication comme: sortie 14 Bailly-romainvilliers/Parcs Disney aurait été utile
- prévoir du charbon/allume feu, sopalin, bols, grand couteau, sac poubelles, éponge, torchons...bref votre propre kit de nettoyage et BBQ. Le mini paquet de bienvenue qu'il faut aller chercher dans leur boutique est décevant (une éponge, un carré de tissue, mini flacon de liquide nettoyante) pas la peine de se déplacer spécialement pour ça.
- parfois Wifi s'arrête. Juste embêtant pour moi quand on faisait un jeux en ligne avec la famille, mais sinon ce n'est pas si mal d'être déconnecté. C'est vrai que mes ados n'étaient pas contents car leur réseau 4g ne marchent pas bien non plus où on était.
- bcp de bêtes/insectes à l'intérieur, je ne sais pas d'où ils viennent car on ferment les portes et fenêtres (sauf si c'est déjà à l'intérieur avant notre arrivée)...cigales, guêpes, araignées. 
- Easy pass fourni par l'hôtel est censé de nous donner un parking gratuit aux parkings Disney mais n'a pas marché quand on s'est garé au Disney Village (parking près de leur cine). On découvre juste au moment de sortir du parking
- pas de Navette pour aller au parc (contrairement aux autres hôtels Disney) mais c'était une information claire avant notre réservation 
Rien à signaler pour les petits déj ou leur resto car on a toujours fait notre repas nous mêmes. On a vu leur prix par contre, 12 pour un panier petit déj (dans les autres hôtels c'est du buffet) et genre 30 euros menu pour le dîner... ça a l'air cher. En même temps notre logement de 400+++ la nuit....faut pas trop s'étonner.";0;0;f2a63707-10a8-4f4a-82dc-86f401602d5c
Italie;2;Famille;Bien ;;;1;1;dce6b42e-f8a9-4c19-88e7-cd6f4ddd7680
Belgique;2;Famille;Fabuleux ;;;0;0;c1f0865f-853f-4db4-942b-710543e9589f
Pays-Bas;1;Famille;Très bien;;;0;0;4b7bfedc-8719-42e0-8b69-65e32cfa8189
Belgique;2;Famille;Décevant;L'emplacement, les employés très sympathiques.;Bungalow défectueux. Nous avons eu de très nombreux problèmes. Séjour décevant.;0;0;b4989599-ef6d-4aca-b043-925efa351da3
France;1;Groupe;Agréable;;;0;0;f4030a4f-8706-42c2-89ac-c2ef7b71842c
Pays-Bas;1;Famille;Bien ;;;1;0;4fc68719-1d02-4fd1-9883-abf08bcefeaf
Allemagne;2;Famille;Great option for a Disney Hotel if you don’t mind cottage/camping in the woods. You will pay for the Disney name but;;;0;0;5ba2c1b6-76c0-427c-8a5c-0d11fd7ed7a9
France;1;Famille;Génial;le calme, le bungalow et la piscine;RAS;0;0;09a5969c-8361-4517-96ca-a5bb15b99f12
Italie;4;Famille;Easy stay&play;;;0;1;87f0f88e-6f50-4cc9-9acc-359168c0cdd5
Luxembourg;1;Famille;Très bien;;;0;1;d2a0f1c7-cbbb-4695-af57-5fcd95354414
Danemark;4;Famille;Très bien;;;0;0;3842b91a-5ed3-45e0-8ae3-216365479f3a
Royaume-Uni;1;Groupe;Exceptionnel;;;0;0;b295397d-fa71-4e40-9722-1eee2f2141c5
France;1;Famille;Tres bon sejout;La piscine et le restaurant;"La qualite du mobil homme.
Matelas de tres mauvais qualite";0;0;b8015ce0-1c6c-4a20-a272-5bcf87d8feff
Émirats arabes unis;7;Famille;Exceptionnel;;;0;0;99e37c5d-b342-4c08-9d55-73517f6e6033
Danemark;1;Famille;Très bien;;;0;0;a64219a9-ece1-496f-ae06-81348b786ad5
Belgique;1;Famille;Bien ;;;0;1;90f19911-a9e7-46e6-ae14-9a5c3d6ff58e
Islande;1;Famille;Fun;;;0;0;3b09f31d-d0ed-4008-803c-79ad8b396e04
Israël;3;Famille;Passable;;;0;0;bea6e8ae-a548-40b5-8690-54f6190bbf13
France;1;Groupe;Très sympa;Le lieux est sympa;;0;1;88a443f2-11e4-46b7-bd15-55c300a88015
France;1;Couple;Beau cadre;Très beau cadre , et confortable .Très belle piscine .;Pas très bien nettoyer cheveux dans la douche , miette au sol dans la cuisine;0;0;15414e15-9528-4c7b-8878-2f13a4987dc7
France;1;Famille;Love ranch davy crockett;J ai aimé le cadre, le bungalow, la piscine, le jaccuzi de la piscine... la structure de jeu pour enfants...;L emplacement du bungalow... on avait demandé le matin s il était possible d avoir un bungalow pas trop loin ... on nous a dit qu ils allaient regarder... et on a eu un bungalow le plus éloigné possible...;0;0;4351aade-a609-4424-b118-d6fd98f9b470
France;1;Famille;Exceptionnel;;;0;0;fcd07bea-1e46-488b-af88-cb93ba076506
France;1;Famille;Exceptionnel;;;0;0;943329f2-9b06-4a0c-b12a-0ca36fae41c2
France;2;Famille;Bien ;;;0;0;5fafa50d-c402-4e82-af02-3b5b476db096
Espagne;1;Famille;Très bien;;;0;0;32a5e0d1-bc63-42c2-ba85-744c086afc09
Arabie saoudite;4;Famille;joyful;;;0;0;b5eb79ad-a630-4d5f-a4dc-f3481fd97702
Pays-Bas;2;Famille;Très bien;;;0;1;74f1f766-ddef-44f5-bb44-2dd4340970da
France;1;Famille;Très bien;Le gros + de ce camping est la piscine qui est magnifique !;L extérieur autour du bungalow qui n est pas très bien entretenu;0;0;42eda12f-a18e-4383-9d5c-f26b5112cb69
France;2;Famille;Un cauchemar le bungalow;L emplacement en pleine nature;"Pour 718€ les 2 nuit je trouve inadmissible la qualité dues bungalow 
Je suis passer à travers la terrasse, trou sous un lit et ménage pas fait, donc changement de bungalow avec les excuse du manager mais pour le prix payer inadmissible";0;0;5853d9cb-2721-436c-859d-5cc92b52f732
Espagne;1;Famille;La tranquilidad del bosque después c de v un día de parque;;;0;0;078b1739-3212-4784-8f4c-e30f2861a173
Koweït;5;Famille;Fabuleux ;;;0;0;3f11f43f-b309-4fb1-b6f3-2b48c66aa3ee
Allemagne;3;Famille;Exceptionnel;;;0;1;da50446d-454b-4378-ae8b-47c3dcd0f0cf
Pays-Bas;2;Famille;Bien ;;;0;0;50495cea-b767-400e-98b1-c8d3bba973c5
États-Unis;4;Famille;Comfortable sanctuary to unwind away from crowds with the benefits of Early access to Disney.;;;0;0;41af4e81-fdf2-498d-82e6-b7a7c7f277a1
Allemagne;2;Famille;Sehr gut;;;0;1;93f70604-6d51-42ee-9330-6e61ffb3097d
Allemagne;5;Famille;Agréable;;;0;1;5f458e0f-7e85-4f2d-a1fa-e9e3affc34ab
France;1;Groupe;Très bien;;;0;0;d5c2b12e-f383-4d3e-910f-b65f7a1b68d1
Pays-Bas;1;Famille;ok;;;0;0;0301d497-d98e-4c50-9e01-2feddcf6d0db
France;2;Famille;Très très bien ! On reviendra;Le calme , la piscine , le resto, la déco, l'ambiance , le personnel de la boutique : adorables;Les lits , trop fragiles et bruyants;0;1;9bf88aa8-89f0-40e4-b0c8-b4d9f205cc7d
Norvège;6;Famille;Nedslitt og overpriset;;;1;0;77297c52-7782-4bbb-969a-30e90f54e984
France;1;Famille;Très bien;;;0;2;0f0afaac-50cf-42c6-a4a3-96f820c09cd4
France;1;Famille;Exceptionnel;;;0;0;bfae98b6-3652-4a8e-bea8-751facf5b76f
Belgique;1;Famille;Mauvais;;;0;0;aa571a88-d66e-4b54-a21b-b38274f4e006
Arabie saoudite;4;Famille;جيد للعائلة;;;0;0;bcae9773-8721-4519-9668-b7aec28658d3
France;1;Famille;Décevant;Emplacement et dispo 24/24 de la réception;"Équipements lits vétustes . Lits en métal très bruyant ! Tout comme la VMC dans la chambre.
Et bruit de la tuyauterie (coffré dans une chambre)
État du bungalow un peu ancien . À rénover";0;0;05796c16-4cc7-4600-b014-bac87cb212a5
France;3;Famille;Exceptionnel;;;0;0;96f7f8d2-ce64-4a5a-a9a7-fdca6c2b7cd1
France;1;Famille;Très bien;;;0;0;9e5fbf8d-373f-43c6-b645-39083dda386e
Royaume-Uni;2;Famille;Expensive for what it was.;;;1;1;95379256-aa37-473b-b18e-83b83db7782d
France;1;Famille;bien;le cadre, supérette, resto , piscine, air de jeux, proche de Disney;literie;0;0;6a0c325f-78b8-4862-ba59-f9594f7ac26f
France;1;Famille;On aimerait pouvoir revenir à 14;Le calme l'indépendance la piscine la formule à volonté du buffet la supérette;"La distance bungalow/ réception
Bungalow pas prêt à l'heure et quelques manques comme tapis de sortie de douche serviette 5 pour 6 personnes gel douche en salle de bains fermeture rapide barbecue alors que l'on nous dit ""à volonté""";0;0;9866cbd5-f459-4033-b9ad-96d722e96732
Suisse;1;Couple;Exceptionnel;;;0;0;42004c54-6c66-4e18-8fb8-cfd769b71f88
France;1;Famille;Au calme mais une propreté qui laisse vraiment à désirée contraire à l'image de Disney;Son calme dans un environnement naturel. Piscine grande et propre. Très appréciable. Le double toilette et douche idéal pour une grande famille.;L'état de propreté générale qui laisse vraiment à désiré. Terrasse salle (papier, bouteille ....) Reste de nourriture dans le réfrigérateur. Micro onde et plateau très salle. Vaisselle salle il a fallu tout remettre au lave vaisselle. Dans la salle de bain (élastique, effet personnel des locataires précédents) distributeurs vides et pas rechargés. Brosse des WC pourrie. Table pas nettoyée (miette et traces de bol)/ Pièce à peine balayée et présence de mouton de poussière sous les lits.;0;1;76cce892-921a-49c7-8095-a9730a60807b
France;1;Famille;Exceptionnel;;;0;0;7cbf0acc-e9ae-422f-8a25-f0e30f230e80
Irlande;1;Famille;Très bien;;;0;1;ae04e750-f117-4ed1-acf4-d9bb5a55f6b8
Royaume-Uni;5;Famille;Great Self Catering accomodations close to Disney parks;;;0;1;b3876f22-d665-45e7-a497-89d7bc2b889d
Émirats arabes unis;4;Voyageur individuel;Nah.;;;0;0;e44a7274-d941-4c20-a879-81e1307adda8
Autriche;5;Famille;Tolles Haus in Ruhiger Lage und trotzdem sehr nahe zum Disneyland;;;0;0;353190b1-926e-40e3-bf5e-8aaaf324d04f
Koweït;5;Famille;Décevant;;;0;0;4cf9b440-468b-4ac1-88b4-8ab39c9add49
Liban;2;Groupe;Exceptionnel;;;0;0;0485366e-a31b-4daf-8fe4-798d668807ad
Israël;1;Famille;only with car;;;1;0;914e04f1-5b38-4f42-9e8f-82033cd779aa
France;1;Groupe;Mauvais;j étais hospitalisée je n’y suis allée;;0;0;ef6bfc0c-07d4-4414-b56d-212d5c0098e2
Pays-Bas;1;Famille;Passable;;;0;1;d1df1fee-5ed7-43c2-9375-bef7770a7967
France;1;Famille;Bien ;Les lieux, la propreté du bungalow, les loisirs sur place.;Les plats du buffet et le bruit du ballon d'eau chaude, dans le bungalow;0;0;4451fbf4-9f11-4e56-a11a-b65b2b06c362
Belgique;2;Groupe;Bien ;;;0;1;bb804d35-6004-4ab6-b749-5230fc892598
Allemagne;1;Famille;Décevant;;;0;1;c631899f-d9ff-4840-b9b3-b1c501a8f9f8
Pays-Bas;2;Famille;Assez médiocre ;;;0;0;fe005c9e-7ddd-4525-8b72-19f1fa07b329
États-Unis;1;Famille;Passable;;;0;0;477465ce-ef11-41a7-84d4-36a4bef8de11
France;1;Famille;très bien ! le seul bémol est la literie inconfortable;"le calme 
le décor";le matelas ! inconfortable… mal de dos pendant 4jours;0;1;7775bea6-783c-4dfb-b50f-6cc2c4e262a0
France;1;Famille;Assez médiocre ;;;0;0;af2398f6-438f-4934-95db-7b4aa998a5ab
France;1;Famille;Top pour la tranquillité;"La piscine
La tranquillité de l'endroit
Le petit déjeuner bien complet pour 12 euros par personne
Le restaurant buffet sur réservation top, pas trop de choix ce qui fait que tout est bien réalisé et bon.
Double salle d'eau dans le bungalow
Le kit de nettoyage offert sur simple demande à la boutique";Si vous aimez pas les bestioles.......on est entouré de forêt.;0;1;545068da-adf9-4dd1-bb7f-b1388de29093
France;1;Famille;Fabuleux ;;;0;1;a31bf148-9768-449e-b6f0-fdacc34f5e4e
France;1;Famille;Exceptionnel;Toboggan en panne piscine;;0;0;f80c9b34-1e7a-4dc6-b992-20431d7437fb
Belgique;1;Famille;À conseiller !;Le cadre, les services offerts, le département.;Les poubelles non vidées de la cuisine.;0;0;f43ad6d0-f50e-42aa-a2d2-be26cf108c88
Israël;5;Famille;Nice, but could be better for the price you pay.;;;0;1;401e0e51-56a7-4985-8ba6-2a7b44520e70
Belgique;1;Famille;Super;L eau de la piscine devrait être plus chaude;;0;1;56f44e86-26c3-4fa4-aa2f-7c3ab2958d6d
Belgique;1;Famille;Très bien;;;0;0;fadfd741-4306-4524-994f-fb76be28df84
Roumanie;3;Famille;Bien ;;;0;1;f76cc418-4c13-4d80-9068-5d649ff09d93
Espagne;1;Famille;Muy agradable.;;;0;0;c0c690a9-db63-4d2a-a0df-9edc82ad1537
Royaume-Uni;1;Groupe;Fabuleux ;;;0;0;25ad8487-e3df-4e1d-ad25-af082f9259e8
Belgique;2;Famille;Mauvais;Rien;Beaucoup de souci dans le bungalow j ai envoye une note au service clientele;0;0;0fb0c619-e62f-4b1b-89e9-468a160c0c99
Pays-Bas;5;Couple;Très bien;;;0;0;30fb9ccc-3061-4e3b-b89a-d0fa348a6e3b
Espagne;3;Famille;Estupendo si vas en coche!;;;1;0;2da97e1f-f323-49d4-8735-e9846da63f48
Belgique;1;Famille;Médiocre ;"Emplacement Rien fort déçu qualité prix 
Trop cher pour";;0;0;c3ef7711-6e47-42fa-a9b9-1b8415e8900b
Uruguay;5;Famille;una experiencia distinta pero podrían mejorar mucho;;;0;0;3689aa4a-5d66-4ec2-ab3a-c35f0bb21049
Bulgarie;1;Famille;Fabuleux ;;;0;0;43e489cb-ba02-4ac2-9562-ad834d41100e
Espagne;1;Famille;Exceptionnel;;;0;0;8f4fff36-b4ae-4c6d-b652-1e666d350b9e
Malaisie;1;Famille;Passable;milieu de forêt agréable;"loin de l’entrée principal obliger de prendre le véhicule même pour le petit déjeuner 
la piscine problème de chauffage";0;1;afce621f-777e-4014-86a5-7c27e97273b1
France;1;Famille;Exceptionnel;Le cadre magnifique ds un écrin de verdure très calme;yPas de navette entre l hotel et le parc Disney;0;0;fd8c1649-4f06-4297-90fe-889e53760f4a
Pays-Bas;1;Groupe;Décevant;;;0;0;7adae00f-b568-4f94-8170-125f8ed1a5e0
France;1;Famille;a ne jamais refaire ni conseiller;la piscine et encore extrêmement froide par rapport a température extérieur;"le logement pas très propre et très anciens la literie 
mal de dos horrible le lendemain et un bruit à chaque mouvement nous n’avons pas dormis de la nuit
600€ la nuit pour ça c’est une escroquerie";0;0;900afe6b-fedf-4348-982f-1fa2e2478f05
France;1;Groupe;Fabuleux ;Endroit Tranquille et sympa;Meilleurs suivis sur le mobilier en bois extérieur manque d'entretien;0;0;2625f491-9462-47f3-9135-62582c2e47dc
France;1;Famille;Exceptionnel;;;0;1;ec03e179-e83e-46a7-8e7d-135367c564ff
France;3;Famille;Fabuleux ;;;0;0;17eebf3e-99b0-4a76-92f7-6dec58d20e35
Portugal;1;Groupe;Exceptionnel;;;0;0;fd959843-0128-464b-b8d8-e6eab114fc94
France;3;Famille;super;la piscine qui accepte les burkinis était top j’ai pu nager avec mes enfants;l’endroit éloigner de Marne la vallée sans navette;3;0;7c8be28f-2b96-4905-8cc7-226e16e4750c
Arabie saoudite;3;Famille;Très bien;;;2;0;797e41ea-1478-4660-bb1a-9db167d9f167
France;1;Famille;Très bien;;;0;2;f38555ea-0dbf-46f2-b70e-94389ff949b6
France;1;Famille;Bien ;"Bengallow un peu vieux,rideaux du salon taché de ""chocolat""enfin j'espère.. ..chasse d'eau des toilettes du couloir qui fuit ,un gros arbre au milieu de la terrasse qui rend difficile l'utilisation de la table extérieur, barrière de la terrasse très mal fixé,voir dangereuse, climatisation inexistante !!!";;0;0;2b5d298c-0d43-4844-9bfd-961868228ee9
Pays-Bas;2;Famille;Oase van rust na een dag hectiek;;;0;0;d6b8760f-c7fd-4646-8f62-c7f395eeeceb
Belgique;2;Famille;Très bien;;;0;0;d0f2f1ac-9c40-4d62-9138-d24bd2ec7ce3
Suède;4;Groupe;Positiv erfarenhet.;;;0;0;a7ccda73-87fb-463e-8bd8-1a20c002d6c3
Belgique;1;Famille;Excellent et à refaire.;le cadre, la propreté.;la terrasse pas entretenu.;0;0;f2d487d2-dea9-42ba-9ba3-4d509c6c004c
Portugal;2;Famille;podia ter sido excelente, mas não foi.;;;0;0;4a29fcab-6ec3-461f-bfdd-3d08c1361427
Koweït;6;Groupe;a great place for family;;;0;0;b5e7fd13-c9b4-4fe5-b724-ede20080c49c
Israël;1;Famille;Mauvais;;;0;0;d5cec432-0715-4a32-af6b-da0da5abfd72
Royaume-Uni;1;Famille;Exceptionnel;;;0;0;0fd3f8b9-74da-431b-8cfc-a37f08e7909b
Espagne;1;Famille;Tranquilidad cerca de los parques;;;0;0;2ea3c936-b5ba-43f3-bdc6-9662a86c51e3
Australie;4;Famille;no shuttle bus a littke outdated in cabins but peaceful an buffet fantastic;;;0;0;4ec8dd27-2221-4e07-8bad-dc8048f84ac7
Allemagne;2;Famille;Bien ;;;0;0;5ecbaf7c-26ea-49b0-8143-d08504558688
Arabie saoudite;2;Famille;شكرا جزيلا لكم;;;0;0;9c88d8a9-3bc4-4448-a9e8-d17cb1c6626c
Allemagne;1;Famille;Fabuleux ;;;0;0;efe60a3e-042b-40ea-93fe-7f9bbdce5448
Royaume-Uni;3;Famille;Fabuleux ;;;0;0;f9f0511b-9e67-4bcf-ad9b-6fb94d25d80d
Australie;2;Famille;Fabuleux ;;;0;0;a5e3350c-2420-4b33-bec3-027824085150
Allemagne;2;Famille;Très bien;;;0;0;e90b7c91-8a74-42e9-b03c-83dccb61db89
Pays-Bas;3;Groupe;Prima;;;0;1;4efdd8e0-cb7a-473c-9fed-f67824cf4675
Belgique;1;Famille;au top en pleine nature;le cadre et le calme;le prix à certaines périodes;0;1;b089c2ab-80f6-4035-a1fa-225f8b4bac0b
Allemagne;1;Famille;Exceptionnel;;;0;0;85ab0e80-78bc-4a3d-a397-4426afec1cbc
France;1;Famille;Exceptionnel;;;0;0;1f078928-1aca-424e-b7a9-fa7bc5718e51
France;1;Couple;Exceptionnel;;;0;1;8f6f91c2-9c48-4af5-9d56-61df8e5ea2d9
Allemagne;1;Groupe;Nein danke. Soviel Geld für zu wenig Leistung;;;0;1;fbe2f437-1f32-4090-b389-490532cb4fa4
Luxembourg;3;Famille;great, definitely recommend;;;1;1;05ff3a86-d8d3-47ec-8726-09f79a1a01c0
Royaume-Uni;1;Famille;Bien ;;;1;0;e659b47a-de73-4810-b186-0d707a885365
France;1;Famille;Tres bien;;;0;0;3f6f1ac1-764c-4f85-90b2-b806b40f7e60
Suisse;4;Groupe;Super sejour dans un cadre forestier à 2 pas du parc Disney;Le calme et la foret. Les bungalows sont propres et de bonne taille pour une famille de 4 voir 5 personnes. L'equipement est correct. La piscine est bien. Super bien place par rapport au parc Disney et à Vallee Village. Super avantage d'avoir le parking Disney gratuit.;Le produit de lave-vaisselle pourrait être dispo directement dans le bungalow. Il n'y avait plus d'animaux dans le ranch et donc les enfants ont ete decu. Un rafraichissement des bungalows ne ferait pas de mal.;0;0;ad38c1fd-9240-46f2-a7f2-6abca3906106
Pays-Bas;2;Famille;Aangenaam;;;0;1;3f1fead9-f5ef-4f75-b633-62ce83e39450
France;1;Groupe;super séjour;l’emplacement, le barbecue et la piscine ainsi que le personnel;;0;0;c8924970-1df1-4fa2-b72e-7ef6d88ef1e2
Allemagne;2;Famille;Es war ein toller Kurzurlaub;;;0;0;d16a993a-e56b-4917-9aa2-1088053bbf69
France;1;Famille;Fabuleux ;;;0;0;58d61ba8-b6f2-4179-82ba-f283e3eb51d3
Pays-Bas;1;Famille;Fabuleux ;;;0;0;d4a575d5-4b36-477d-9177-b224f0eee51a
France;1;Famille;Disney en famille;le décor l ambiance;l eau de la piscine était froide;1;1;92f28b07-541d-4d1f-b6b3-c3c3764d9a0c
Espagne;5;Famille;muy bien y cortas;;;0;0;677c1222-76c1-48ab-999c-1aa38ec8d4ed
Belgique;1;Groupe;Très bien;L emplacement, le dépaysement, les 2 salles de bain le personnel agréable;Les lits qui grincent, les rideaux de dimensions différentes donc laissent passer la lumière.;0;0;e24adf52-d29f-4266-954e-22fba3632781
Royaume-Uni;4;Famille;Better than expected;;;1;0;4a5a1095-dcee-4033-aa3f-26f546fa1460
France;2;Famille;Mauvais;;;0;0;02658b69-557a-47c1-ba44-d460afd1555f
Allemagne;2;Famille;Alles super, würden wir wieder buchen;;;1;0;b4ecdd0c-1b90-471a-b505-1db23d34cb7d
