Names;Country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;hotel;UniqueID
Ophelie;France;Chambre Supérieure;1;Novembre 2021;Famille;Commentaire envoyé le 23 novembre 2021;Agréable;6,0;La chambre était au sous sol, très loin du hall. Pas de chauffage. Hôtel vieillot.;;0;Disney's Newport Bay Club;OphelieFranceChambre SupérieureNovembre 2021FamilleCommentaire envoyé le 23 novembre 2021Agréable
Virginie;France;Chambre Supérieure - Côté Lac;1;Novembre 2021;Famille;Commentaire envoyé le 21 novembre 2021;tarif ne correspond pas au service attendu;7,0;l’emplacement;la salle d’eau, la douche était vétuste et il était très compliqué de régler la température de l’eau. Pas de bouilloire à disposition et pas de possibilité de faire un café ou un thé dans la chambre. Les machines à boisson mise à disposition au niveau des ascenseurs sont trop loin de la chambre et toutes les boissons trop sucrées. Le prix du petit déjeuné est trop cher.;0;Disney's Newport Bay Club;VirginieFranceChambre Supérieure - Côté LacNovembre 2021FamilleCommentaire envoyé le 21 novembre 2021tarif ne correspond pas au service attendu
Cassandra;France;Chambre Supérieure;1;Novembre 2021;Famille;Commentaire envoyé le 21 novembre 2021;Très bien;8,0;l’ambiance Disney;"plusieurs cheveux par terre dans la salle de bain 
robinetterie tachée";0;Disney's Newport Bay Club;CassandraFranceChambre SupérieureNovembre 2021FamilleCommentaire envoyé le 21 novembre 2021Très bien
Anthony;France;Chambre Supérieure;1;Novembre 2021;Groupe;Commentaire envoyé le 21 novembre 2021;Très bien;8,0;"La chambre 
Le personnel";;0;Disney's Newport Bay Club;AnthonyFranceChambre SupérieureNovembre 2021GroupeCommentaire envoyé le 21 novembre 2021Très bien
Vinc5310;Belgique;Chambre Supérieure;2;Novembre 2021;Famille;Commentaire envoyé le 14 novembre 2021;Très bien;8,0;Chambres calmes et spacieuses, room service appréciable avec un enfant en bas âge, repas élaborés et bons, proximité du parc.;"Prix surfait comme dans tous les hôtels disney. 
Difficulté de circuler le matin avec les règles Covid pour les ascenceurs.";0;Disney's Newport Bay Club;Vinc5310BelgiqueChambre SupérieureNovembre 2021FamilleCommentaire envoyé le 14 novembre 2021Très bien
Khamis;France;Chambre Supérieure;1;Octobre 2021;Couple;Commentaire envoyé le 12 novembre 2021;Un rêve à vivre mais la qualité n'est pas au niveau du prix payé;7,0;"Equipements et espaces collectifs 
Localisation
Attention des personnels";"Mauvais rapport qualité prix (très cher, donc on attend des prestations de très haut standing)
Manque de prises electriques (par ailleurs, une prise abimée mais prise en compte par l'hotel)";0;Disney's Newport Bay Club;KhamisFranceChambre SupérieureOctobre 2021CoupleCommentaire envoyé le 12 novembre 2021Un rêve à vivre mais la qualité n'est pas au niveau du prix payé
Maud;France;Chambre Supérieure;1;Novembre 2021;Famille;Commentaire envoyé le 11 novembre 2021;Bien ;7,0;calme des chambres et lit confortable;impossible de joindre l'hotel ni par telephone ni par mail;0;Disney's Newport Bay Club;MaudFranceChambre SupérieureNovembre 2021FamilleCommentaire envoyé le 11 novembre 2021Bien 
Adeline;France;Chambre Supérieure - Côté Lac;1;Septembre 2021;Famille;Commentaire envoyé le 10 novembre 2021;Bien ;7,0;emplacement;trop grand, difficile de s’orienter (problème de signalétique);0;Disney's Newport Bay Club;AdelineFranceChambre Supérieure - Côté LacSeptembre 2021FamilleCommentaire envoyé le 10 novembre 2021Bien 
Marie;France;Chambre Supérieure;1;Novembre 2021;Famille;Commentaire envoyé le 7 novembre 2021;Très bien;8,0;"L hotel est top,le personnel agréable, les chambres sont grandes et bien équipées. 
Literie confortable";Les prix sont quand même élevés;0;Disney's Newport Bay Club;MarieFranceChambre SupérieureNovembre 2021FamilleCommentaire envoyé le 7 novembre 2021Très bien
Loïc;France;Chambre Supérieure;1;Novembre 2021;Couple;Commentaire envoyé le 5 novembre 2021;une belle expérience Disney;8,0;ayant obtenu une chambre médiocre l’établissement m’a trouvé une autre chambre bien plus confortable et cela fait largement la différence avec un hôtel standard.;les chambres standards ne sont pas super insonorisée…;0;Disney's Newport Bay Club;LoïcFranceChambre SupérieureNovembre 2021CoupleCommentaire envoyé le 5 novembre 2021une belle expérience Disney
Olivier;Belgique;Chambre Supérieure - Côté Lac;1;Octobre 2021;Famille;Commentaire envoyé le 31 octobre 2021;na;8,0;petit déjeuner beaucoup trop cher;Le tarif booking.com plus cher qu en direct disney. parking non compris en plus . très déçu;0;Disney's Newport Bay Club;OlivierBelgiqueChambre Supérieure - Côté LacOctobre 2021FamilleCommentaire envoyé le 31 octobre 2021na
Marylise;Irlande;Chambre Supérieure;1;Octobre 2021;Famille;Commentaire envoyé le 30 octobre 2021;Séjour en famille;7,0;La cohérence du décor;On devrait pouvoir choisir ch avec bain ou douche;0;Disney's Newport Bay Club;MaryliseIrlandeChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 30 octobre 2021Séjour en famille
Astrid;France;Chambre Supérieure;1;Octobre 2021;Famille;Commentaire envoyé le 29 octobre 2021;nous ne reviendrons pas car trop cher par rapport à la prestation;6,0;"literie confortable 
belle salle de bain";"la longueur des couloirs 
l attente pour les restaurants alors que nous avions réservé 
le fait qu il n y ait qu un tout petit salon en dehors du bar 
peu convivial 
1 seul personnage de Disney vu en 24h alors que nous avons choisi cet hôtel pour les personnages Disney 
et bien entendu le prix très élevé !!! beaucoup trop élevé";0;Disney's Newport Bay Club;AstridFranceChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 29 octobre 2021nous ne reviendrons pas car trop cher par rapport à la prestation
Duarte;France;Chambre Supérieure;1;Octobre 2021;Famille;Commentaire envoyé le 28 octobre 2021;bien;7,0;le personnel au top;la clim dans les chambres où il fait 5 degrés dehors pas besoin de clim que l’on ne pas modifié;0;Disney's Newport Bay Club;DuarteFranceChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 28 octobre 2021bien
Nora;France;Chambre Supérieure;1;Octobre 2021;Famille;Commentaire envoyé le 25 octobre 2021;Très bien;8,0;De ne pas avoir eu la vue sur le lac;;0;Disney's Newport Bay Club;NoraFranceChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 25 octobre 2021Très bien
Keen;France;Chambre Supérieure;1;Octobre 2021;Famille;Commentaire envoyé le 22 octobre 2021;Bien ;7,0;Le personnel agréable;"L’hôtel est vieillissant il a besoin d’un coup de neuf pour le
Prix";0;Disney's Newport Bay Club;KeenFranceChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 22 octobre 2021Bien 
Gipsy;Suisse;Chambre Supérieure avec Terrasse;2;Octobre 2021;Famille;Commentaire envoyé le 20 octobre 2021;Du monde;7,0;L’emplacement est correct;Trop de monde et zéro organisation de l’équipe du personnel;0;Disney's Newport Bay Club;GipsySuisseChambre Supérieure avec TerrasseOctobre 2021FamilleCommentaire envoyé le 20 octobre 2021Du monde
Agnès;France;Chambre Supérieure;1;Octobre 2021;Groupe;Commentaire envoyé le 17 octobre 2021;Bien mais mauvais rapport qualité prix;6,0;"Proximité du parc Disney
Bagagerie
1 carte par personne pour 4 boissons chaudes à prendre aux machines qui sont dans les couloirs (pas faciles à trouver !)";"Chambre à 378 euros pour 4 personnes, mais 1 seule table de nuit située entre les 2 lits, tien pour les extrémités !
Absence de prise en tête de lit ou au pied du lit.
Absence de joint entre le pare-baignoire et la baignoire = inondation assurée 
Absence de frigo (inadmissible vu le prix de la chambre)";0;Disney's Newport Bay Club;AgnèsFranceChambre SupérieureOctobre 2021GroupeCommentaire envoyé le 17 octobre 2021Bien mais mauvais rapport qualité prix
Ammie;France;Chambre Supérieure;1;Octobre 2021;Famille;Commentaire envoyé le 16 octobre 2021;Bien mais pour le prix autant aller ailleurs;6,0;"Je n'ai pas apprécié l'accueil faite à 23h30. L'attente du service à table pr le petit déjeuner ( certaines tables arrivées après nous, servies avant nous) et tt simplement la dimension de l'hôtel , les dédales de couloirs interminables.
Pour le prix, les hôtels moins chers et un peu plus loin comme le cheyenne étaient tt aussi bien pr y avoir déjà séjourné. Pas de café ou de deca ds notre chambre, boîte de mouchoirs vide ( il en restait deux)";La literie de bonne qualité.;0;Disney's Newport Bay Club;AmmieFranceChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 16 octobre 2021Bien mais pour le prix autant aller ailleurs
Maude;France;Chambre Supérieure;1;Octobre 2021;Couple;Commentaire envoyé le 15 octobre 2021;Très déçue par la qualité de l’hôtel;7,0;l’emplacement;"La décoration des chambres pas très moderne
La salle de bain pas très jolie et pas impecable 
La piscine qui fait un peu cheap
Le hammam et sauna non accesibles (alors que le contraire était indiqué). Clairement pour un 4 étoiles nous nous attendions à beaucoup mieux. cela vaut au mieux un 2 étoiles.";2;Disney's Newport Bay Club;MaudeFranceChambre SupérieureOctobre 2021CoupleCommentaire envoyé le 15 octobre 2021Très déçue par la qualité de l’hôtel
Claire;France;Chambre Supérieure;1;Août 2021;Famille;Commentaire envoyé le 8 octobre 2021;Bien ;7,0;Hôtel propre agréable acceuillant proximité du parc;"Chambre à 10 min de la réception 
La literie très molle";1;Disney's Newport Bay Club;ClaireFranceChambre SupérieureAoût 2021FamilleCommentaire envoyé le 8 octobre 2021Bien 
Mendy;France;Chambre Supérieure;1;Octobre 2021;Famille;Commentaire envoyé le 6 octobre 2021;Très bien;8,0;Le calme et la qualité des équipements;"Le prix bien trop élevé du restaurant et petit déjeuner 
C’etait très cher et vraiment pas bon
Dommage que se soit l’image que l’on donne aux étrangers dans notre pays";1;Disney's Newport Bay Club;MendyFranceChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 6 octobre 2021Très bien
Giuseppe;Belgique;Chambre Supérieure;1;Octobre 2021;Famille;Commentaire envoyé le 5 octobre 2021;Bien ;7,0;Tout;Rien;0;Disney's Newport Bay Club;GiuseppeBelgiqueChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 5 octobre 2021Bien 
Thomas;Belgique;Chambre Supérieure;1;Septembre 2021;Famille;Commentaire envoyé le 1 octobre 2021;Bel hôtel mais le confort n'est pas à la hauteur du prix payé...;6,0;La situation par rapport au parc, la déco de façon générale.;"Pour un hôtel 4*, les lits sont vraiment petits (140 cm) et les matelas peu confortables (très durs). 
La douche n'avait pas beaucoup de pression et beaucoup de variations de température.
Le WC n'avait pas été nettoyé.";0;Disney's Newport Bay Club;ThomasBelgiqueChambre SupérieureSeptembre 2021FamilleCommentaire envoyé le 1 octobre 2021Bel hôtel mais le confort n'est pas à la hauteur du prix payé...
Vincent;Belgique;Chambre Supérieure;1;Septembre 2021;Famille;Commentaire envoyé le 28 septembre 2021;Très bien;8,0;La piscine...le parking....;Les prix au bar et du petit dejeuner à 28€ par du personnel pas formé pour service dans l horeca et qui parfois ne maîtrise même pas le français! Il faut faire le ménage dans le personnel à ca prix.;0;Disney's Newport Bay Club;VincentBelgiqueChambre SupérieureSeptembre 2021FamilleCommentaire envoyé le 28 septembre 2021Très bien
Picard;France;Chambre Supérieure - Côté Lac;1;Septembre 2021;Famille;Commentaire envoyé le 25 septembre 2021;Agréable;6,0;Personnel compétent et aimable;Chambre de formule 1 déguisée en mickey..;0;Disney's Newport Bay Club;PicardFranceChambre Supérieure - Côté LacSeptembre 2021FamilleCommentaire envoyé le 25 septembre 2021Agréable
Malaquin;Belgique;Chambre Supérieure;2;Septembre 2021;Voyageur individuel;Commentaire envoyé le 21 septembre 2021;Hôtel agréable et convivial.;7,0;L'hôtel est très beau et très confortable.;"La piscine intérieur n'était malheureusement pas accessible donc cela fut le point négatif du séjour. 
Manque de chaîne télé tel que la chaîne Disney, Marvel ou star war.";0;Disney's Newport Bay Club;MalaquinBelgiqueChambre SupérieureSeptembre 2021Voyageur individuelCommentaire envoyé le 21 septembre 2021Hôtel agréable et convivial.
Michele;France;Chambre Supérieure;1;Septembre 2021;Couple;Commentaire envoyé le 21 septembre 2021;Agréable;6,0;Le personnel toujours souriant et agréable dans l'hôtel, ainsi que le bar où on a bu un verre avec une jolie vue et un serveur très aimable ont su un peu compenser notre déception sur la chambre et son prix.;L'hôtel Newport Bay Club est un hôtel 4 étoiles au même titre que le New York the Art of Marvel dans lequel nous avons séjourné les 2 nuits précédentes. La différence est vraiment flagrante ! Le Newport Bay Club ne justifie pas vraiment ses 4 étoiles ni son prix. Chambre peu insonorisées, machine à café inutile car capsules non fournies (contrairement au New York où elles étaient gracieusement offertes), des draps qui dégagent une odeur bizarre, une propreté douteuse au niveau de la baignoire, une télévision minuscule qui n'a fonctionné qu'au début de la soirée (on n'a pas fait de réclamation car on repartait le lendemain). Ayant un pass annuel, j'ai l'habitude de réserver des nuits aux hôtels Disney, mais le Newport Bay Club est ma plus grosse déception. D'habitude je vais principalement au Séquoia Lodge, ou au Disneyland Hôtel qui sont actuellement fermés . Je pensais trouver un entre deux comme au New York mais je l'ai trouvé en dessous du Séquoia Lodge ! Heureusement qu'il s'agissait que d'une seule nuit réservée à la dernière minute sur booking pour prolonger notre séjour que j'avais réservé via la ligne pass annuel (la ligne étant surchargée et injoignable je n'ai pas pu rajouter une nuit au New York et du coup on a voulu tester le Newport Bay Club). Pourtant j'avais de meilleurs souvenirs d'un séjour que j'avais fait dans cet hôtel il y a quelques années de ça (2016) mais c'était en chambre Compass Club donc peut être qu'il y avait plus d'effort... peut être une possible future rénovation de l'hôtel changera la donne ! En attendant je privilégierai le New York et le Séquoia Lodge ^^;0;Disney's Newport Bay Club;MicheleFranceChambre SupérieureSeptembre 2021CoupleCommentaire envoyé le 21 septembre 2021Agréable
Pierre;France;Chambre Supérieure - Côté Lac;1;Septembre 2021;Couple;Commentaire envoyé le 20 septembre 2021;Bien ;7,0;L’emplacement, le décor et le personnel très aimables.;Un peu vétuste, manques des équipements dans les chambres...;0;Disney's Newport Bay Club;PierreFranceChambre Supérieure - Côté LacSeptembre 2021CoupleCommentaire envoyé le 20 septembre 2021Bien 
Sylvie;France;Chambre Supérieure - Côté Lac;2;Septembre 2021;Famille;Commentaire envoyé le 18 septembre 2021;Agréable;6,0;La gentillesse et la disponibilité (à deux exceptions près) du personnel. Le standing des parties communes de l'hôtel;Chambre ne correspond en aucun cas au standing annonce de l'hôtel : équipement réduit au strict minimum. Housses de couettes déchirées. Serviettes usagées. Absence de produits de toilettes (gel douche en bouteille et mini dose shampoing).;0;Disney's Newport Bay Club;SylvieFranceChambre Supérieure - Côté LacSeptembre 2021FamilleCommentaire envoyé le 18 septembre 2021Agréable
Gerard;Roumanie;Chambre Supérieure;2;Septembre 2021;Famille;Commentaire envoyé le 12 septembre 2021;Agréable;6,0;"Tres bel hotel
Piscine exterieur.
Personnel";"300€/nuit sans petit dejeuné est beaucoup trop cher.
Bruit de ventilation dans la chambre
Impossible de trouver une place dans les restaurants de l hotel.";0;Disney's Newport Bay Club;GerardRoumanieChambre SupérieureSeptembre 2021FamilleCommentaire envoyé le 12 septembre 2021Agréable
David;France;Chambre Supérieure;2;Août 2021;Famille;Commentaire envoyé le 6 septembre 2021;Agréable;6,0;Tout es fais pour que les enfants soient bien, confortable;Trop. Grand et restaurant trop. Chers;1;Disney's Newport Bay Club;DavidFranceChambre SupérieureAoût 2021FamilleCommentaire envoyé le 6 septembre 2021Agréable
Sophie;France;Chambre Supérieure;1;Septembre 2021;Groupe;Commentaire envoyé le 3 septembre 2021;Laisse à désirer;6,0;"Proximité du disney village à pieds.
Le personnel est agréable et serviable.
La beauté de l’hôtel extérieur.";"Aucun service de restauration après 23h, inacceptable pour un 4 étoiles.
Équipements dans la chambre insuffisant : deux prises électriques, aucun mini bar, pas de machine à café, pas de brosse dans les toilettes, télécommande tv qui ne fonctionne pas.
Pas d’explication à l’arrivé sur les services de l’hotel.";0;Disney's Newport Bay Club;SophieFranceChambre SupérieureSeptembre 2021GroupeCommentaire envoyé le 3 septembre 2021Laisse à désirer
Kevin;France;Chambre Supérieure;1;Août 2021;Famille;Commentaire envoyé le 30 août 2021;Rapport qualité prix très décevant;6,0;Emplacement idéal, à proximité de Disney Village. Parfait pour s’imprégner ou prolonger la magie de Disney;"Prestations insuffisantes et petit déjeuner hors de prix. Plus cher qu’un restaurant avec 2 enfants. Alors que ça n’a rien d’exceptionnel, certains produits sont mêmes très moyens (oeufs brouillés). 
Au final rapport qualité prix particulièrement mauvais";1;Disney's Newport Bay Club;KevinFranceChambre SupérieureAoût 2021FamilleCommentaire envoyé le 30 août 2021Rapport qualité prix très décevant
Sabrina;France;Chambre Supérieure;1;Août 2021;Famille;Commentaire envoyé le 25 août 2021;Bien ;7,0;"grandes chambres mais cher pour 1 nuit sans petit dejeune
manque 1 petit frigo";prix du petit dejeune;0;Disney's Newport Bay Club;SabrinaFranceChambre SupérieureAoût 2021FamilleCommentaire envoyé le 25 août 2021Bien 
Bruno;France;Chambre Supérieure;1;Août 2021;Famille;Commentaire envoyé le 23 août 2021;Très bien;8,0;La gentillesse et la disponibilité du personnel;Que les Cast members ne soient pas prompts à faire respecter le port du masque;1;Disney's Newport Bay Club;BrunoFranceChambre SupérieureAoût 2021FamilleCommentaire envoyé le 23 août 2021Très bien
Sandrine;France;Chambre Supérieure;1;Août 2021;Famille;Commentaire envoyé le 19 août 2021;Agréable;6,0;Tranquille et propre;"Une bouilloire mais pas de thé ni de café à disposition 
Ni. D’attention particulière dans la chambre";0;Disney's Newport Bay Club;SandrineFranceChambre SupérieureAoût 2021FamilleCommentaire envoyé le 19 août 2021Agréable
Ambre;France;Chambre Supérieure;1;Août 2021;Famille;Commentaire envoyé le 11 août 2021;Agréable;6,0;La proximité des parcs;"chère pour aucune 
prestations d’un 4 étoiles";0;Disney's Newport Bay Club;AmbreFranceChambre SupérieureAoût 2021FamilleCommentaire envoyé le 11 août 2021Agréable
Laetitia;France;Chambre Supérieure;1;Août 2021;Famille;Commentaire envoyé le 10 août 2021;Bien ;7,0;Le cadre qui reste magique;Tache sur la moquette, salle de bain vieillissante, pas de chaîne disney+;1;Disney's Newport Bay Club;LaetitiaFranceChambre SupérieureAoût 2021FamilleCommentaire envoyé le 10 août 2021Bien 
Cé;France;Chambre Supérieure;1;Août 2021;Famille;Commentaire envoyé le 9 août 2021;Anormal;8,0;Après une première nuit réservé, j’ai réservé un deuxième séjours mais la chambre non refaite pas de bouteille d’eau pas de lits d’accueil...;;0;Disney's Newport Bay Club;CéFranceChambre SupérieureAoût 2021FamilleCommentaire envoyé le 9 août 2021Anormal
Katherine;France;Chambre Supérieure;1;Juillet 2021;Famille;Commentaire envoyé le 2 août 2021;Hôtel agréable;7,0;Proximité des parcs, chambre agréable mais avec comme point négatif la moquette, personnel très agréable (tout particulièrement les cast members du bar Captain's Quarter: Colin Thomas Jade et Severane);Organisation du contrôle sécurité, Moquette parties communes et chambre;0;Disney's Newport Bay Club;KatherineFranceChambre SupérieureJuillet 2021FamilleCommentaire envoyé le 2 août 2021Hôtel agréable
Leandre;Belgique;Chambre Supérieure;2;Juillet 2021;Famille;Commentaire envoyé le 31 juillet 2021;Agréable;6,0;Pas de frigo dans la chambre ni de machines à café un peu léger pour un 4 étoiles;;0;Disney's Newport Bay Club;LeandreBelgiqueChambre SupérieureJuillet 2021FamilleCommentaire envoyé le 31 juillet 2021Agréable
Manon;France;Chambre Supérieure - Côté Lac;1;Juin 2021;Couple;Commentaire envoyé le 27 juillet 2021;Un séjour magique;8,0;J'ai beaucoup aimé l'accès à la piscine, mais également la possibilité d'avoir un super petit déjeuner livré en room-service.;Le se horaires du bar n'était pas à jour et celui-ci a fermé 2h avant s fermeture officielle et nous n'avons pas pu nous y rendre malheureusement.;0;Disney's Newport Bay Club;ManonFranceChambre Supérieure - Côté LacJuin 2021CoupleCommentaire envoyé le 27 juillet 2021Un séjour magique
Ludovic;France;Chambre Supérieure - Côté Lac;1;Juillet 2021;Couple;Commentaire envoyé le 25 juillet 2021;Bien ;7,0;"Très bon petit dejeuner
Personnel très sympatique et disponible
Très bonnes couvertures de lit";"Absence d’eau dans la chambre, nécessitant de la payer au bar le soir
Prix du petit déjeuner";1;Disney's Newport Bay Club;LudovicFranceChambre Supérieure - Côté LacJuillet 2021CoupleCommentaire envoyé le 25 juillet 2021Bien 
Céline;Japon;Chambre Supérieure - Côté Lac;1;Juillet 2021;Famille;Commentaire envoyé le 19 juillet 2021;Très bon séjour !;7,0;Le confort de la literie. La propreté de la chambre. Les 2 piscines. La décoration de la chambre. La vue sur le lac. La proximité du Parc Disney.;"Pas de bouilloire, ni café / thé, dans la chambre...Ce qui est plutôt décevant et inattendu, vu le prix de la chambre. 
J'y étais avec mon mari et mes enfants pour notre anniversaire de mariage : j'aurais espéré un petit mot ou d'autres petites attentions additionnelles gratuites, en plus des prestations payantes que j'avais demandées.
Les tarifs du restaurant sont trop élevés au vu de ce qui y est proposé.
Le tarif de 28 EUR pour le petit-déjeuner est totalement injustifié.";1;Disney's Newport Bay Club;CélineJaponChambre Supérieure - Côté LacJuillet 2021FamilleCommentaire envoyé le 19 juillet 2021Très bon séjour !
Emmanuel;France;Chambre Supérieure - Côté Lac;1;Juillet 2021;Famille;Commentaire envoyé le 19 juillet 2021;À côté du parc;6,0;Proximité;"Baignoire très glissante et linges de toilette humide 
Petit déjeuner trop cher";0;Disney's Newport Bay Club;EmmanuelFranceChambre Supérieure - Côté LacJuillet 2021FamilleCommentaire envoyé le 19 juillet 2021À côté du parc
Laure;France;Chambre Supérieure - Côté Lac;1;Juillet 2021;Famille;Commentaire envoyé le 10 juillet 2021;Agréable;6,0;"Pas à la hauteur d'un 4*
Pas de place pour dîner le soir sans réservation préalable
Petit déjeuner hors de prix";;0;Disney's Newport Bay Club;LaureFranceChambre Supérieure - Côté LacJuillet 2021FamilleCommentaire envoyé le 10 juillet 2021Agréable
Hery;France;Chambre Supérieure;1;Juillet 2021;Famille;Commentaire envoyé le 6 juillet 2021;Agréable;6,0;Pas grand chose.;Chambre viellote pour le prix , pas de chose àvec des défauts, pas très propre et petit dej hors de prix pour le service;1;Disney's Newport Bay Club;HeryFranceChambre SupérieureJuillet 2021FamilleCommentaire envoyé le 6 juillet 2021Agréable
Placide;France;Chambre Supérieure - Côté Lac;1;Juillet 2021;Famille;Commentaire envoyé le 3 juillet 2021;Bien ;7,0;Proximité de Disney, accueil chaleureux, règle de sécurité ok, joli lac et parc pour des promenades;Prix élevé de la chambre alors que chambre ancienne, peu de prestation dans la chambre, décors vieillissants, salle de bain bas de gamme pour une chambre à ce prix.. de plus nous avions pris une chambre vu sur lac.. oui mais sur le côté et cache par les arbres.. très moyen;2;Disney's Newport Bay Club;PlacideFranceChambre Supérieure - Côté LacJuillet 2021FamilleCommentaire envoyé le 3 juillet 2021Bien 
Clémence;Belgique;Chambre Supérieure;1;Juillet 2021;Couple;Commentaire envoyé le 3 juillet 2021;Chambre un peu vétuste;8,0;La proximité du parc, le thème, la piscine;Les meubles et murs de la salle de bain abîmés, la télé qui avait l’air fissurée et dont l’écran ne fonctionnait pas, pour un hôtel de ce standing et de ce prix ce n’est pas justifiable;0;Disney's Newport Bay Club;ClémenceBelgiqueChambre SupérieureJuillet 2021CoupleCommentaire envoyé le 3 juillet 2021Chambre un peu vétuste
Stéphane;France;Chambre Supérieure;1;Juin 2021;Famille;Commentaire envoyé le 2 juillet 2021;Très bien;8,0;"La proximité avec Disneyland et les navettes gratuites pour y accéder.
L'ambiance Disney et l'amabilité du personnel.";Très difficile de trouver une place pour se garer à notre arrivée vers 11h. Nous avons du nous garer sur un terre plein. Le petit déjeuner est certes très bon mais son prix de 28€ est exorbitant comparé à d'autres hôtels de la capitale.;1;Disney's Newport Bay Club;StéphaneFranceChambre SupérieureJuin 2021FamilleCommentaire envoyé le 2 juillet 2021Très bien
Joel;France;Chambre Supérieure - Côté Lac;1;Juin 2021;Famille;Commentaire envoyé le 28 juin 2021;Bon sejour mais déçus par la privatisation de l hotel d en face.;8,0;Bruit de musique forte qui s est prolongée tard dans la nuit venant de l hôtel New York Art of Marvel privatisé pour le week.end.;;0;Disney's Newport Bay Club;JoelFranceChambre Supérieure - Côté LacJuin 2021FamilleCommentaire envoyé le 28 juin 2021Bon sejour mais déçus par la privatisation de l hotel d en face.
Christel;France;Chambre Supérieure;1;Juin 2021;Famille;Commentaire envoyé le 27 juin 2021;Bien mais j’espérais encore plus magique;6,0;Prix raisonnable,chambre propre,confortable,vu sur la tour de la terreur,;Trop de monde une horreur pour prendre l’ascenseur avec aucune distanciation,j’aurais espéré un petit geste pour les enfants dans la chambre pour marquer la réouverture de l’hôtel je sais c’est pas obligatoire…;0;Disney's Newport Bay Club;ChristelFranceChambre SupérieureJuin 2021FamilleCommentaire envoyé le 27 juin 2021Bien mais j’espérais encore plus magique
Marina;France;Chambre Supérieure - Côté Lac;1;Juin 2021;Famille;Commentaire envoyé le 26 juin 2021;Très bien;8,0;C'est la 2ème fois que je passe une nuit dans cette hôtel la 1er fois catastrophique ( chambre à 20h pas prête, 1h d'attente, retour à l'accueil avec valise + poussette on me dit que c'est impossible que ma chambre ne soit pas faite hors que si les couverture par terre, les poubelles pleines.... on ne me crois pas .... Après m'être un peu énervé enfin on me crois et on me donne une autre chambre...... ) Mais Alors cette fois si c'était vraiment la classe j'ai adoré une chambre merveilleuse propre une sublime vu sur le Lac, le rêve ... Merci Disney ....;L'attente à l'accueil 40 minutes avec seulement 2 personnes pour recevoir, et quand il n'y a plus de monde 2 nouvelles personnels arrivent ....;0;Disney's Newport Bay Club;MarinaFranceChambre Supérieure - Côté LacJuin 2021FamilleCommentaire envoyé le 26 juin 2021Très bien
Alexandre;France;Chambre Supérieure;1;Juin 2021;Famille;Commentaire envoyé le 25 juin 2021;Décevant pour un 4 étoiles;6,0;"Le personnel agréable
La proximité avec le parc";"La décoration vieillissante 
L’organisation moyenne";0;Disney's Newport Bay Club;AlexandreFranceChambre SupérieureJuin 2021FamilleCommentaire envoyé le 25 juin 2021Décevant pour un 4 étoiles
Cynthia;France;Chambre Supérieure;1;Juin 2021;Couple;Commentaire envoyé le 23 juin 2021;Bien ;7,0;Le calme, chaleureux, draps très doux;Trop cher, télé sans options et qui coupe souvent;0;Disney's Newport Bay Club;CynthiaFranceChambre SupérieureJuin 2021CoupleCommentaire envoyé le 23 juin 2021Bien 
Samuel;France;Chambre Supérieure;1;Juin 2021;Famille;Commentaire envoyé le 20 juin 2021;Agréable;6,0;Le restaurant: on ne peut pas reserver et il faut attendre des heures pour avoir une table. Après une journée fatiguante c est l enfer.;;0;Disney's Newport Bay Club;SamuelFranceChambre SupérieureJuin 2021FamilleCommentaire envoyé le 20 juin 2021Agréable
Emmanuelle;France;Chambre Club Compass - Côté Lac;1;Octobre 2020;Famille;Commentaire envoyé le 23 novembre 2020;Déçue par le rapport qualité prix;7,0;"Le niveau de service et le personnel au top. 
La magie Disney opère toujours !";"La piscine était fermée à cause de la COVID et nous n’avons pas eu de geste commercial sur le prix de la nuitée. Lorsque nous avons réservé la piscine était disponible.
Nous avons pris une réservation club compass et nous avons trouvé la chambre basique (nous nous attendions à une chambre un peu plus haut de gamme par rapport à une réservation sans la prestation compass).";0;Disney's Newport Bay Club;EmmanuelleFranceChambre Club Compass - Côté LacOctobre 2020FamilleCommentaire envoyé le 23 novembre 2020Déçue par le rapport qualité prix
Melanie;France;Chambre Supérieure;1;Octobre 2020;Famille;Commentaire envoyé le 10 novembre 2020;Séjour agréable mais l'expérience client n'est pas exceptionnelle;6,0;La présence des personnages Disney des notre arrivée à l'hôtel, celà a ravie les enfants !;"Le rapport qualité prix pour la restauration était médiocre.
Nous avons eu le petit déjeuner en chambre et le dîner sous forme de buffet servis à table.
Piscine froide et peu accueillante. Jacuzzi HS.";0;Disney's Newport Bay Club;MelanieFranceChambre SupérieureOctobre 2020FamilleCommentaire envoyé le 10 novembre 2020Séjour agréable mais l'expérience client n'est pas exceptionnelle
