Names;Country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;UniqueID;hotel;level_grade_review;level_hotel;month_str;month_num;year;delay_comment;date
Laila;Royaume-Uni;Chambre Supérieure - Côté Lac;2;Octobre 2021;Famille; 13 novembre 2021;Gâché par l’hôtel et son absence de service;4.0;Le parc Disney land avec les enfants -;Aucun service dans cet hotel - la chambre n’a pas été faite pendant toute la durée du séjour à cause d’une grève du personnel - pour le prix payé c une honte - nous avons demandé des draps pour les enfants - nous ne les avons jamais reçu. La restauration est hors de prix est quasiment immangeable - une honte - a éviter.;0;LailaRoyaume-UniChambre Supérieure - Côté LacOctobre 2021FamilleCommentaire envoyé le 13 novembre 2021Gâché par l’hôtel et son absence de service;Newport_Bay_Club;0;6;octobre;10;2021;1;2021-10-01
.Sandrine.;Belgique;Chambre Supérieure - Côté Lac;1;Novembre 2021;Famille; 13 novembre 2021;Très bien;8.0;;;0;.Sandrine.BelgiqueChambre Supérieure - Côté LacNovembre 2021FamilleCommentaire envoyé le 13 novembre 2021Très bien;Newport_Bay_Club;2;6;novembre;11;2021;0;2021-11-01
Khamis;France;Chambre Supérieure;1;Octobre 2021;Couple; 12 novembre 2021;Un rêve à vivre mais la qualité n'est pas au niveau du prix payé;7.0;"Equipements et espaces collectifs 
Localisation
Attention des personnels";"Mauvais rapport qualité prix (très cher, donc on attend des prestations de très haut standing)
Manque de prises electriques (par ailleurs, une prise abimée mais prise en compte par l'hotel)";0;KhamisFranceChambre SupérieureOctobre 2021CoupleCommentaire envoyé le 12 novembre 2021Un rêve à vivre mais la qualité n'est pas au niveau du prix payé;Newport_Bay_Club;1;6;octobre;10;2021;1;2021-10-01
Marion;France;Chambre Supérieure - Côté Lac;4;Octobre 2021;Famille; 12 novembre 2021;Fabuleux ;9.0;;;0;MarionFranceChambre Supérieure - Côté LacOctobre 2021FamilleCommentaire envoyé le 12 novembre 2021Fabuleux ;Newport_Bay_Club;2;6;octobre;10;2021;1;2021-10-01
Matthieu;France;Chambre Supérieure;1;Octobre 2021;Famille; 12 novembre 2021;Fabuleux ;9.0;;;0;MatthieuFranceChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 12 novembre 2021Fabuleux ;Newport_Bay_Club;2;6;octobre;10;2021;1;2021-10-01
Hassan;Arabie saoudite;Chambre Supérieure;2;Septembre 2021;Famille; 12 novembre 2021;lovely and fun;10.0;;;0;HassanArabie saouditeChambre SupérieureSeptembre 2021FamilleCommentaire envoyé le 12 novembre 2021lovely and fun;Newport_Bay_Club;2;6;septembre;9;2021;2;2021-09-01
Maud;France;Chambre Supérieure;1;Novembre 2021;Famille; 11 novembre 2021;Bien ;7.0;calme des chambres et lit confortable;impossible de joindre l'hotel ni par telephone ni par mail;0;MaudFranceChambre SupérieureNovembre 2021FamilleCommentaire envoyé le 11 novembre 2021Bien ;Newport_Bay_Club;1;6;novembre;11;2021;0;2021-11-01
Jonathan;France;Chambre Supérieure;1;Novembre 2021;Famille; 11 novembre 2021;magique et exceptionnel;10.0;le personnel très agréable avec le sourire.;tout c’est bien passé.;0;JonathanFranceChambre SupérieureNovembre 2021FamilleCommentaire envoyé le 11 novembre 2021magique et exceptionnel;Newport_Bay_Club;2;6;novembre;11;2021;0;2021-11-01
Patrick;Allemagne;Chambre Supérieure;1;Novembre 2021;Famille; 11 novembre 2021;Très bien;8.0;;;0;PatrickAllemagneChambre SupérieureNovembre 2021FamilleCommentaire envoyé le 11 novembre 2021Très bien;Newport_Bay_Club;2;6;novembre;11;2021;0;2021-11-01
Florentia;Grèce;Chambre Supérieure - Côté Lac;2;Novembre 2021;Famille; 11 novembre 2021;Παραμυθένιο κτήριο. Διαμονή καλή.;6.0;;;0;FlorentiaGrèceChambre Supérieure - Côté LacNovembre 2021FamilleCommentaire envoyé le 11 novembre 2021Παραμυθένιο κτήριο. Διαμονή καλή.;Newport_Bay_Club;1;6;novembre;11;2021;0;2021-11-01
Malik;France;Chambre Supérieure - Côté Lac;1;Novembre 2021;Couple; 11 novembre 2021;Bien ;7.0;;;0;MalikFranceChambre Supérieure - Côté LacNovembre 2021CoupleCommentaire envoyé le 11 novembre 2021Bien ;Newport_Bay_Club;1;6;novembre;11;2021;0;2021-11-01
Hotel;France;Chambre Supérieure - Côté Lac;1;Novembre 2021;Famille; 10 novembre 2021;Agréable;6.0;;;0;HotelFranceChambre Supérieure - Côté LacNovembre 2021FamilleCommentaire envoyé le 10 novembre 2021Agréable;Newport_Bay_Club;1;6;novembre;11;2021;0;2021-11-01
Bernard;Belgique;Chambre Supérieure - Côté Lac;3;Novembre 2021;Famille; 10 novembre 2021;Fabuleux ;9.0;l’infrastructure et la localisation …;;0;BernardBelgiqueChambre Supérieure - Côté LacNovembre 2021FamilleCommentaire envoyé le 10 novembre 2021Fabuleux ;Newport_Bay_Club;2;6;novembre;11;2021;0;2021-11-01
Emmanuelle;France;Chambre Supérieure;1;Novembre 2021;Famille; 10 novembre 2021;Assez médiocre ;3.0;déçu;lits petits, salle de bain moisi, hall d’entrée sale. Chambres loins labyrinthe. Télé petite. Pas café dans les chambres cartes crédité machine dans couloir si je ne demande pas personne nous prévient !;0;EmmanuelleFranceChambre SupérieureNovembre 2021FamilleCommentaire envoyé le 10 novembre 2021Assez médiocre ;Newport_Bay_Club;0;6;novembre;11;2021;0;2021-11-01
Daniel;Allemagne;Chambre Supérieure;1;Novembre 2021;Couple; 10 novembre 2021;Preis-Leistungsverhältnis noch schlechter als erwartet.;4.0;;;0;DanielAllemagneChambre SupérieureNovembre 2021CoupleCommentaire envoyé le 10 novembre 2021Preis-Leistungsverhältnis noch schlechter als erwartet.;Newport_Bay_Club;0;6;novembre;11;2021;0;2021-11-01
Adeline;France;Chambre Supérieure - Côté Lac;1;Septembre 2021;Famille; 10 novembre 2021;Bien ;7.0;emplacement;trop grand, difficile de s’orienter (problème de signalétique);0;AdelineFranceChambre Supérieure - Côté LacSeptembre 2021FamilleCommentaire envoyé le 10 novembre 2021Bien ;Newport_Bay_Club;1;6;septembre;9;2021;2;2021-09-01
Johan;France;Chambre Supérieure;1;Novembre 2021;Couple; 10 novembre 2021;très bon hôtel;9.0;piscine et employe;;0;JohanFranceChambre SupérieureNovembre 2021CoupleCommentaire envoyé le 10 novembre 2021très bon hôtel;Newport_Bay_Club;2;6;novembre;11;2021;0;2021-11-01
Maria;Suisse;Chambre Supérieure avec Terrasse;1;Novembre 2021;Famille; 9 novembre 2021;Séjour trop petit;10.0;Tout me plais. Service excellent. Personnel excellent.;J'ai été surprise qu'il n'y avait pas de sachets de café soluble avec la bouilloire et les sachets de thé;0;MariaSuisseChambre Supérieure avec TerrasseNovembre 2021FamilleCommentaire envoyé le 9 novembre 2021Séjour trop petit;Newport_Bay_Club;2;6;novembre;11;2021;0;2021-11-01
Appere;France;Chambre Supérieure;1;Novembre 2021;Couple; 9 novembre 2021;Ce rêve bleu;10.0;La proximité vis à vis des parcs, l'environnement, la piscine;Chaleur dans la chambre, impossible de régler à moins de 19 degrés.;0;AppereFranceChambre SupérieureNovembre 2021CoupleCommentaire envoyé le 9 novembre 2021Ce rêve bleu;Newport_Bay_Club;2;6;novembre;11;2021;0;2021-11-01
Marcellus;Pays-Bas;Chambre Supérieure;1;Novembre 2021;Groupe; 9 novembre 2021;Fabuleux ;9.0;;;0;MarcellusPays-BasChambre SupérieureNovembre 2021GroupeCommentaire envoyé le 9 novembre 2021Fabuleux ;Newport_Bay_Club;2;6;novembre;11;2021;0;2021-11-01
Anonyme;Belgique;;1;Novembre 2021;Couple; 9 novembre 2021;Je recommande fortement malgré quelques petits kwaq;7.0;la chambre, le décor, la situation;l’accueil à la réception, réceptionniste assez désagréable;0;AnonymeBelgiquenanNovembre 2021CoupleCommentaire envoyé le 9 novembre 2021Je recommande fortement malgré quelques petits kwaq;Newport_Bay_Club;1;6;novembre;11;2021;0;2021-11-01
Marie;France;Chambre Supérieure;1;Novembre 2021;Famille; 7 novembre 2021;Très bien;8.0;"L hotel est top,le personnel agréable, les chambres sont grandes et bien équipées. 
Literie confortable";Les prix sont quand même élevés;0;MarieFranceChambre SupérieureNovembre 2021FamilleCommentaire envoyé le 7 novembre 2021Très bien;Newport_Bay_Club;2;6;novembre;11;2021;0;2021-11-01
Olivier;France;Chambre Supérieure;2;Octobre 2021;Couple; 7 novembre 2021;Médiocre ;2.0;;;0;OlivierFranceChambre SupérieureOctobre 2021CoupleCommentaire envoyé le 7 novembre 2021Médiocre ;Newport_Bay_Club;0;6;octobre;10;2021;1;2021-10-01
Michael;France;Chambre Supérieure - Côté Lac;1;Novembre 2021;Famille; 7 novembre 2021;ne jamais réservé via Booking!!!;3.0;la gentillesse du personnel !!!;la propreté de la salle de bain et les poussières pas faites!!;0;MichaelFranceChambre Supérieure - Côté LacNovembre 2021FamilleCommentaire envoyé le 7 novembre 2021ne jamais réservé via Booking!!!;Newport_Bay_Club;0;6;novembre;11;2021;0;2021-11-01
Veronique;Belgique;Chambre Supérieure - Côté Lac;2;Novembre 2021;Famille; 7 novembre 2021;Exceptionnel;10.0;;;0;VeroniqueBelgiqueChambre Supérieure - Côté LacNovembre 2021FamilleCommentaire envoyé le 7 novembre 2021Exceptionnel;Newport_Bay_Club;2;6;novembre;11;2021;0;2021-11-01
Valette;France;Chambre Supérieure;1;Novembre 2021;Famille; 7 novembre 2021;Satisfait et facile avec des très jeunes enfants;9.0;"Taille des chambres bonne literie 
Emplacement par rapport au parc
Organisation générale 
Superbe piscine";Le prix du petit-déjeuner pour des enfants de moins de 5 ans très chers;0;ValetteFranceChambre SupérieureNovembre 2021FamilleCommentaire envoyé le 7 novembre 2021Satisfait et facile avec des très jeunes enfants;Newport_Bay_Club;2;6;novembre;11;2021;0;2021-11-01
Natasha;Pays-Bas;Chambre Supérieure - Côté Lac;2;Octobre 2021;Famille; 7 novembre 2021;Fabuleux ;9.0;;;0;NatashaPays-BasChambre Supérieure - Côté LacOctobre 2021FamilleCommentaire envoyé le 7 novembre 2021Fabuleux ;Newport_Bay_Club;2;6;octobre;10;2021;1;2021-10-01
Nancy;Luxembourg;Chambre Supérieure;2;Novembre 2021;Famille; 6 novembre 2021;Très bien;8.0;;;0;NancyLuxembourgChambre SupérieureNovembre 2021FamilleCommentaire envoyé le 6 novembre 2021Très bien;Newport_Bay_Club;2;6;novembre;11;2021;0;2021-11-01
Vincent;France;Chambre Supérieure;1;Août 2021;Famille; 6 novembre 2021;Agréable;6.0;;;0;VincentFranceChambre SupérieureAoût 2021FamilleCommentaire envoyé le 6 novembre 2021Agréable;Newport_Bay_Club;1;6;août;8;2021;3;2021-08-01
Ludovic;France;Chambre Supérieure - Côté Lac;1;Novembre 2021;Famille; 6 novembre 2021;Exceptionnel;10.0;;;0;LudovicFranceChambre Supérieure - Côté LacNovembre 2021FamilleCommentaire envoyé le 6 novembre 2021Exceptionnel;Newport_Bay_Club;2;6;novembre;11;2021;0;2021-11-01
Sandrine;France;Chambre Supérieure - Côté Lac;1;Novembre 2021;Groupe; 6 novembre 2021;Agréable;6.0;;;0;SandrineFranceChambre Supérieure - Côté LacNovembre 2021GroupeCommentaire envoyé le 6 novembre 2021Agréable;Newport_Bay_Club;1;6;novembre;11;2021;0;2021-11-01
Keshen;Pays-Bas;Chambre Supérieure - Côté Lac;2;Octobre 2021;Famille; 6 novembre 2021;Passable;5.0;;;0;KeshenPays-BasChambre Supérieure - Côté LacOctobre 2021FamilleCommentaire envoyé le 6 novembre 2021Passable;Newport_Bay_Club;0;6;octobre;10;2021;1;2021-10-01
Ophélie;France;Chambre Supérieure;1;Novembre 2021;Couple; 5 novembre 2021;Vive le compass club;10.0;Le compass club;Le sauna et hammam fermé et « jaccuzi » sans bulles;0;OphélieFranceChambre SupérieureNovembre 2021CoupleCommentaire envoyé le 5 novembre 2021Vive le compass club;Newport_Bay_Club;2;6;novembre;11;2021;0;2021-11-01
Loïc;France;Chambre Supérieure;1;Novembre 2021;Couple; 5 novembre 2021;une belle expérience Disney;8.0;ayant obtenu une chambre médiocre l’établissement m’a trouvé une autre chambre bien plus confortable et cela fait largement la différence avec un hôtel standard.;les chambres standards ne sont pas super insonorisée…;0;LoïcFranceChambre SupérieureNovembre 2021CoupleCommentaire envoyé le 5 novembre 2021une belle expérience Disney;Newport_Bay_Club;2;6;novembre;11;2021;0;2021-11-01
Francesca;Royaume-Uni;Chambre Supérieure - Côté Lac;3;Octobre 2021;Famille; 4 novembre 2021;Agréable;6.0;;;0;FrancescaRoyaume-UniChambre Supérieure - Côté LacOctobre 2021FamilleCommentaire envoyé le 4 novembre 2021Agréable;Newport_Bay_Club;1;6;octobre;10;2021;1;2021-10-01
Nathalie;France;Chambre Supérieure;2;Novembre 2021;Famille; 3 novembre 2021;ne vaut pas ses 4 étoiles;3.0;l’emplacement;salle de bain avec du tartre. pas de café en chambre. personnel qui ne nous a rien expliqué. pas de changement des bouteilles d’eau le deuxième jour.;0;NathalieFranceChambre SupérieureNovembre 2021FamilleCommentaire envoyé le 3 novembre 2021ne vaut pas ses 4 étoiles;Newport_Bay_Club;0;6;novembre;11;2021;0;2021-11-01
Gigi;États-Unis;Chambre Supérieure;2;Août 2021;Groupe; 2 novembre 2021;Bien ;7.0;;;0;GigiÉtats-UnisChambre SupérieureAoût 2021GroupeCommentaire envoyé le 2 novembre 2021Bien ;Newport_Bay_Club;1;6;août;8;2021;3;2021-08-01
Tommaso;Autriche;Chambre Supérieure - Côté Lac;1;Novembre 2021;Couple; 2 novembre 2021;Agréable;6.0;;;1;TommasoAutricheChambre Supérieure - Côté LacNovembre 2021CoupleCommentaire envoyé le 2 novembre 2021Agréable;Newport_Bay_Club;1;6;novembre;11;2021;0;2021-11-01
Monique;France;Chambre Supérieure - Côté Lac;1;Octobre 2021;Famille; 2 novembre 2021;Déçu , mauvais rapport qualité prix;5.0;Impossible de prendre un petit déjeuner sauf à faire 45 minutes de queue;;0;MoniqueFranceChambre Supérieure - Côté LacOctobre 2021FamilleCommentaire envoyé le 2 novembre 2021Déçu , mauvais rapport qualité prix;Newport_Bay_Club;0;6;octobre;10;2021;1;2021-10-01
Anonyme;France;;1;Novembre 2021;Famille; 2 novembre 2021;Fabuleux ;9.0;;;0;AnonymeFrancenanNovembre 2021FamilleCommentaire envoyé le 2 novembre 2021Fabuleux ;Newport_Bay_Club;2;6;novembre;11;2021;0;2021-11-01
Wenqing;France;Chambre Supérieure;3;Octobre 2021;Famille; 2 novembre 2021;Assez médiocre ;3.0;;;0;WenqingFranceChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 2 novembre 2021Assez médiocre ;Newport_Bay_Club;0;6;octobre;10;2021;1;2021-10-01
Laura;France;Chambre Supérieure;1;Novembre 2021;Famille; 1 novembre 2021;Très bien;8.0;;;0;LauraFranceChambre SupérieureNovembre 2021FamilleCommentaire envoyé le 1 novembre 2021Très bien;Newport_Bay_Club;2;6;novembre;11;2021;0;2021-11-01
Adrian;Malte;Chambre Supérieure - Côté Lac;3;Octobre 2021;Famille; 1 novembre 2021;Bien ;7.0;;;0;AdrianMalteChambre Supérieure - Côté LacOctobre 2021FamilleCommentaire envoyé le 1 novembre 2021Bien ;Newport_Bay_Club;1;6;octobre;10;2021;1;2021-10-01
Noor;Arabie saoudite;Chambre Club Compass (2 Adultes);1;Octobre 2021;Famille; 1 novembre 2021;Exceptionnel;10.0;;;0;NoorArabie saouditeChambre Club Compass (2 Adultes)Octobre 2021FamilleCommentaire envoyé le 1 novembre 2021Exceptionnel;Newport_Bay_Club;2;6;octobre;10;2021;1;2021-10-01
Valerie;France;Chambre Supérieure - Côté Lac;1;Septembre 2021;Famille; 31 octobre 2021;Très bien;8.0;;;0;ValerieFranceChambre Supérieure - Côté LacSeptembre 2021FamilleCommentaire envoyé le 31 octobre 2021Très bien;Newport_Bay_Club;2;6;septembre;9;2021;1;2021-09-01
Anonyme;Royaume-Uni;;3;Octobre 2021;Famille; 31 octobre 2021;it cost £110 for two adults and one child for dinner every night far overpriced you could not get room service absolute;1.0;;;0;AnonymeRoyaume-UninanOctobre 2021FamilleCommentaire envoyé le 31 octobre 2021it cost £110 for two adults and one child for dinner every night far overpriced you could not get room service absolute;Newport_Bay_Club;0;6;octobre;10;2021;0;2021-10-01
Olivier;Belgique;Chambre Supérieure - Côté Lac;1;Octobre 2021;Famille; 31 octobre 2021;na;8.0;petit déjeuner beaucoup trop cher;Le tarif booking.com plus cher qu en direct disney. parking non compris en plus . très déçu;0;OlivierBelgiqueChambre Supérieure - Côté LacOctobre 2021FamilleCommentaire envoyé le 31 octobre 2021na;Newport_Bay_Club;2;6;octobre;10;2021;0;2021-10-01
Michelle;Irlande;Chambre Club Compass - Côté Lac (2 Adultes);3;Octobre 2021;Famille; 30 octobre 2021;The best service from staff! So friendly. Hotel so clean. Fantastic location & a great breakfast and;9.0;;;1;MichelleIrlandeChambre Club Compass - Côté Lac (2 Adultes)Octobre 2021FamilleCommentaire envoyé le 30 octobre 2021The best service from staff! So friendly. Hotel so clean. Fantastic location & a great breakfast and;Newport_Bay_Club;2;6;octobre;10;2021;0;2021-10-01
Marylise;Irlande;Chambre Supérieure;1;Octobre 2021;Famille; 30 octobre 2021;Séjour en famille;7.0;La cohérence du décor;On devrait pouvoir choisir ch avec bain ou douche;0;MaryliseIrlandeChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 30 octobre 2021Séjour en famille;Newport_Bay_Club;1;6;octobre;10;2021;0;2021-10-01
Barry;Royaume-Uni;Chambre Supérieure - Côté Lac;4;Octobre 2021;Famille; 29 octobre 2021;Halloween 2021;3.0;;;0;BarryRoyaume-UniChambre Supérieure - Côté LacOctobre 2021FamilleCommentaire envoyé le 29 octobre 2021Halloween 2021;Newport_Bay_Club;0;6;octobre;10;2021;0;2021-10-01
Laura;Irlande;Chambre Supérieure;1;Octobre 2021;Groupe; 29 octobre 2021;Fabuleux ;9.0;;;0;LauraIrlandeChambre SupérieureOctobre 2021GroupeCommentaire envoyé le 29 octobre 2021Fabuleux ;Newport_Bay_Club;2;6;octobre;10;2021;0;2021-10-01
Astrid;France;Chambre Supérieure;1;Octobre 2021;Famille; 29 octobre 2021;nous ne reviendrons pas car trop cher par rapport à la prestation;6.0;"literie confortable 
belle salle de bain";"la longueur des couloirs 
l attente pour les restaurants alors que nous avions réservé 
le fait qu il n y ait qu un tout petit salon en dehors du bar 
peu convivial 
1 seul personnage de Disney vu en 24h alors que nous avons choisi cet hôtel pour les personnages Disney 
et bien entendu le prix très élevé !!! beaucoup trop élevé";0;AstridFranceChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 29 octobre 2021nous ne reviendrons pas car trop cher par rapport à la prestation;Newport_Bay_Club;1;6;octobre;10;2021;0;2021-10-01
Lucia;Allemagne;Chambre Supérieure;2;Octobre 2021;Famille; 29 octobre 2021;es war ok;6.0;;;0;LuciaAllemagneChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 29 octobre 2021es war ok;Newport_Bay_Club;1;6;octobre;10;2021;0;2021-10-01
Adi;Israël;Chambre Supérieure - Côté Lac;1;Octobre 2021;Famille; 29 octobre 2021;חוויה;10.0;;;0;AdiIsraëlChambre Supérieure - Côté LacOctobre 2021FamilleCommentaire envoyé le 29 octobre 2021חוויה;Newport_Bay_Club;2;6;octobre;10;2021;0;2021-10-01
Duarte;France;Chambre Supérieure;1;Octobre 2021;Famille; 28 octobre 2021;bien;7.0;le personnel au top;la clim dans les chambres où il fait 5 degrés dehors pas besoin de clim que l’on ne pas modifié;0;DuarteFranceChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 28 octobre 2021bien;Newport_Bay_Club;1;6;octobre;10;2021;0;2021-10-01
Nathalie;Suisse;Chambre Supérieure;1;Octobre 2021;Famille; 28 octobre 2021;déçue;5.0;j’ai aimé la sécurité , la gentillesse du personnel et l’organisation;la nourriture était de piètre qualité , la baignoire était bouchée , la salle de bain n’était pas propre;0;NathalieSuisseChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 28 octobre 2021déçue;Newport_Bay_Club;0;6;octobre;10;2021;0;2021-10-01
Diana;Russie;Chambre Supérieure - Côté Lac;2;Octobre 2021;Famille; 28 octobre 2021;Très bien;8.0;;;1;DianaRussieChambre Supérieure - Côté LacOctobre 2021FamilleCommentaire envoyé le 28 octobre 2021Très bien;Newport_Bay_Club;2;6;octobre;10;2021;0;2021-10-01
Leila;Canada;Chambre Supérieure;1;Octobre 2021;Groupe; 28 octobre 2021;Très bien;8.0;;;0;LeilaCanadaChambre SupérieureOctobre 2021GroupeCommentaire envoyé le 28 octobre 2021Très bien;Newport_Bay_Club;2;6;octobre;10;2021;0;2021-10-01
Thomas;Suisse;Chambre Supérieure - Côté Lac;2;Octobre 2021;Famille; 26 octobre 2021;Agréable;6.0;;;0;ThomasSuisseChambre Supérieure - Côté LacOctobre 2021FamilleCommentaire envoyé le 26 octobre 2021Agréable;Newport_Bay_Club;1;6;octobre;10;2021;0;2021-10-01
Laura;Belgique;Chambre Supérieure;1;Août 2021;Groupe; 26 octobre 2021;Exceptionnel;10.0;;;0;LauraBelgiqueChambre SupérieureAoût 2021GroupeCommentaire envoyé le 26 octobre 2021Exceptionnel;Newport_Bay_Club;2;6;août;8;2021;2;2021-08-01
Tuan;Pays-Bas;Chambre Supérieure - Côté Lac;1;Octobre 2021;Famille; 26 octobre 2021;Mauvais;1.0;;;0;TuanPays-BasChambre Supérieure - Côté LacOctobre 2021FamilleCommentaire envoyé le 26 octobre 2021Mauvais;Newport_Bay_Club;0;6;octobre;10;2021;0;2021-10-01
Anonyme;Suisse;;4;Octobre 2021;Famille; 25 octobre 2021;Fabuleux ;9.0;Le décor de l'établissement, la gentillesse du personnel, le petit-déjeuner très complet. Le parcours jusqu'au parc est très agréable.;Le prix assez élevé;0;AnonymeSuissenanOctobre 2021FamilleCommentaire envoyé le 25 octobre 2021Fabuleux ;Newport_Bay_Club;2;6;octobre;10;2021;0;2021-10-01
Todor;Irlande;Chambre Supérieure;4;Octobre 2021;Famille; 25 octobre 2021;Mauvais;1.0;;;0;TodorIrlandeChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 25 octobre 2021Mauvais;Newport_Bay_Club;0;6;octobre;10;2021;0;2021-10-01
Marjorie;France;Chambre Supérieure;1;Octobre 2021;Famille; 25 octobre 2021;Exceptionnel;10.0;L'accueil, les prestations, le lit confortable...;RAS;0;MarjorieFranceChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 25 octobre 2021Exceptionnel;Newport_Bay_Club;2;6;octobre;10;2021;0;2021-10-01
Claude;France;Chambre Supérieure;1;Octobre 2021;Famille; 25 octobre 2021;Superbe séjour;10.0;l’accueil exceptionnel! MERCI Sarah !!!;;0;ClaudeFranceChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 25 octobre 2021Superbe séjour;Newport_Bay_Club;2;6;octobre;10;2021;0;2021-10-01
Alexandra;Russie;Chambre Supérieure;3;Octobre 2021;Famille; 25 octobre 2021;Exceptionnel;10.0;;;0;AlexandraRussieChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 25 octobre 2021Exceptionnel;Newport_Bay_Club;2;6;octobre;10;2021;0;2021-10-01
Nora;France;Chambre Supérieure;1;Octobre 2021;Famille; 25 octobre 2021;Très bien;8.0;De ne pas avoir eu la vue sur le lac;;0;NoraFranceChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 25 octobre 2021Très bien;Newport_Bay_Club;2;6;octobre;10;2021;0;2021-10-01
Charles;Irlande;Chambre Supérieure;3;Octobre 2021;Famille; 25 octobre 2021;Agréable;6.0;;;1;CharlesIrlandeChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 25 octobre 2021Agréable;Newport_Bay_Club;1;6;octobre;10;2021;0;2021-10-01
Timo;Allemagne;Chambre Supérieure;3;Octobre 2021;Groupe; 25 octobre 2021;Très bien;8.0;;;1;TimoAllemagneChambre SupérieureOctobre 2021GroupeCommentaire envoyé le 25 octobre 2021Très bien;Newport_Bay_Club;2;6;octobre;10;2021;0;2021-10-01
George;Royaume-Uni;Chambre Supérieure;4;Octobre 2021;Famille; 25 octobre 2021;Bien ;7.0;;;0;GeorgeRoyaume-UniChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 25 octobre 2021Bien ;Newport_Bay_Club;1;6;octobre;10;2021;0;2021-10-01
Kim;Belgique;Chambre Supérieure;2;Octobre 2021;Couple; 24 octobre 2021;Top met een prijs;8.0;;;0;KimBelgiqueChambre SupérieureOctobre 2021CoupleCommentaire envoyé le 24 octobre 2021Top met een prijs;Newport_Bay_Club;2;6;octobre;10;2021;0;2021-10-01
Gerald;France;Chambre Supérieure - Côté Lac;1;Octobre 2021;Famille; 24 octobre 2021;Très bien;8.0;;;0;GeraldFranceChambre Supérieure - Côté LacOctobre 2021FamilleCommentaire envoyé le 24 octobre 2021Très bien;Newport_Bay_Club;2;6;octobre;10;2021;0;2021-10-01
Catherine;France;Chambre Supérieure;1;Octobre 2021;Famille; 24 octobre 2021;Exceptionnel;10.0;;;0;CatherineFranceChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 24 octobre 2021Exceptionnel;Newport_Bay_Club;2;6;octobre;10;2021;0;2021-10-01
Kenn;Danemark;Chambre Supérieure;6;Octobre 2021;Famille; 24 octobre 2021;Assez médiocre ;3.0;;;0;KennDanemarkChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 24 octobre 2021Assez médiocre ;Newport_Bay_Club;0;6;octobre;10;2021;0;2021-10-01
Daniel;Allemagne;Chambre Supérieure;3;Octobre 2021;Famille; 23 octobre 2021;Bien ;7.0;;;0;DanielAllemagneChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 23 octobre 2021Bien ;Newport_Bay_Club;1;6;octobre;10;2021;0;2021-10-01
Anonyme;Israël;;2;Septembre 2021;Famille; 23 octobre 2021;Exceptionnel;10.0;;;0;AnonymeIsraëlnanSeptembre 2021FamilleCommentaire envoyé le 23 octobre 2021Exceptionnel;Newport_Bay_Club;2;6;septembre;9;2021;1;2021-09-01
Laetitia;Suisse;Chambre Supérieure;3;Octobre 2021;Famille; 23 octobre 2021;Décevant;4.0;L’emplacement, l’aménagement extérieur avec le lac;"Le restaurant, nourriture très moyenne et organisation chaotique. Pas assez de personnages Disney. Les chambres n’ont pas été très bien nettoyées (chiffons de nettoyage, laissés dans la chambre pendant deux jours et deux capsules de café pour les trois jours de séjour) et nous n’avons pas reçu la chambre mentionnée lors de la réservation. 
Nous avons été déçu par rapport à notre dernière visite.";0;LaetitiaSuisseChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 23 octobre 2021Décevant;Newport_Bay_Club;0;6;octobre;10;2021;0;2021-10-01
Marina;Allemagne;Chambre Supérieure;2;Octobre 2021;Famille; 23 octobre 2021;Lage und Hotel suuuper;7.0;;;2;MarinaAllemagneChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 23 octobre 2021Lage und Hotel suuuper;Newport_Bay_Club;1;6;octobre;10;2021;0;2021-10-01
Irenci;Pays-Bas;Chambre Supérieure;4;Octobre 2021;Famille; 23 octobre 2021;Tek kelimeyle rezalet😡;1.0;;;2;IrenciPays-BasChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 23 octobre 2021Tek kelimeyle rezalet😡;Newport_Bay_Club;0;6;octobre;10;2021;0;2021-10-01
Carlos;Espagne;Chambre Supérieure;3;Octobre 2021;Famille; 22 octobre 2021;Fabuleux ;9.0;;;0;CarlosEspagneChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 22 octobre 2021Fabuleux ;Newport_Bay_Club;2;6;octobre;10;2021;0;2021-10-01
